{'model_name': 'LR', 'embedding_size': 32, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 3, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=3), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3894,  692,  517,  377,  289,  240,  229,  189,  189,  176,  165,
        127,  117,  155,  173,  193,  351])}
      train: epoch 0 loss 5.287715  auc  0.0000 MAE  0.4243 rmse  1.6388  df(ActivateDay.Avg) 0.1793
               valid loss 0.452554  auc  0.0000 MAE  0.3557 rmse  0.3925  df(ActivateDay.Avg) 1.3242
                test loss 0.433991  auc  0.0000 MAE  0.3620 rmse  0.3982  df(ActivateDay.Avg) 1.3540
      train: epoch 1 loss 1.730258  auc  0.0000 MAE  0.3682 rmse  0.9375  df(ActivateDay.Avg) 0.0506
               valid loss 0.484458  auc  0.0000 MAE  0.4040 rmse  0.4377  df(ActivateDay.Avg) 1.4723
      train: epoch 2 loss 1.254155  auc  0.0000 MAE  0.3387 rmse  0.7981  df(ActivateDay.Avg) 0.0032
               valid loss 0.494097  auc  0.0000 MAE  0.4107 rmse  0.4439  df(ActivateDay.Avg) 1.4921
      train: epoch 3 loss 0.564875  auc  0.0000 MAE  0.2655 rmse  0.5356  df(ActivateDay.Avg) 0.0035
               valid loss 0.484024  auc  0.0000 MAE  0.4091 rmse  0.4413  df(ActivateDay.Avg) 1.4727
      train: epoch 4 loss 0.257776  auc  0.0000 MAE  0.2294 rmse  0.3618  df(ActivateDay.Avg) 0.0157
               valid loss 0.485069  auc  0.0000 MAE  0.4122 rmse  0.4439  df(ActivateDay.Avg) 1.4773
      train: epoch 5 loss 0.176338  auc  0.0000 MAE  0.2091 rmse  0.2993  df(ActivateDay.Avg) 0.0108
               valid loss 0.476342  auc  0.0000 MAE  0.4072 rmse  0.4391  df(ActivateDay.Avg) 1.4789
      train: epoch 6 loss 0.204417  auc  0.0000 MAE  0.2144 rmse  0.3222  df(ActivateDay.Avg) 0.0046
               valid loss 0.471015  auc  0.0000 MAE  0.4082 rmse  0.4402  df(ActivateDay.Avg) 1.4805
      train: epoch 7 loss 0.183946  auc  0.0000 MAE  0.2119 rmse  0.3057  df(ActivateDay.Avg) 0.0118
               valid loss 0.470644  auc  0.0000 MAE  0.4129 rmse  0.4448  df(ActivateDay.Avg) 1.4845
      train: epoch 8 loss 0.247399  auc  0.0000 MAE  0.2284 rmse  0.3545  df(ActivateDay.Avg) 0.0082
               valid loss 0.461068  auc  0.0000 MAE  0.4112 rmse  0.4433  df(ActivateDay.Avg) 1.4776
      train: epoch 9 loss 0.304053  auc  0.0000 MAE  0.2336 rmse  0.3930  df(ActivateDay.Avg) 0.0010
