{'model_name': 'RNN', 'input_size': 6, 'hidden_size': 64, 'seed': 3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 2, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=2), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'day_numpy_train': array([3911,  668,  493,  398,  283,  260,  234,  166,  188,  185,  147,
        139,  129,  163,  169,  188,  352])}
      train: epoch 0 loss 0.153819  auc  0.0000 MAE  0.2211 rmse  0.2795  df(ActivateDay.Avg) 0.2040
               valid loss 0.489277  auc  0.0000 MAE  0.1816 rmse  0.2334  df(ActivateDay.Avg) 0.2259
                test loss 0.501140  auc  0.0000 MAE  0.1892 rmse  0.2452  df(ActivateDay.Avg) 0.1852
      train: epoch 1 loss 0.112111  auc  0.0000 MAE  0.1776 rmse  0.2386  df(ActivateDay.Avg) 0.0615
               valid loss 0.563521  auc  0.0000 MAE  0.1654 rmse  0.2291  df(ActivateDay.Avg) 0.0303
                test loss 0.578105  auc  0.0000 MAE  0.1747 rmse  0.2429  df(ActivateDay.Avg) 0.0588
      train: epoch 2 loss 0.110547  auc  0.0000 MAE  0.1736 rmse  0.2370  df(ActivateDay.Avg) 0.0300
               valid loss 0.541971  auc  0.0000 MAE  0.1738 rmse  0.2291  df(ActivateDay.Avg) 0.0004
                test loss 0.555524  auc  0.0000 MAE  0.1833 rmse  0.2422  df(ActivateDay.Avg) 0.0344
      train: epoch 3 loss 0.108899  auc  0.0000 MAE  0.1717 rmse  0.2352  df(ActivateDay.Avg) 0.0232
               valid loss 0.546731  auc  0.0000 MAE  0.1714 rmse  0.2280  df(ActivateDay.Avg) 0.0108
                test loss 0.561168  auc  0.0000 MAE  0.1809 rmse  0.2410  df(ActivateDay.Avg) 0.0478
      train: epoch 4 loss 0.107468  auc  0.0000 MAE  0.1697 rmse  0.2336  df(ActivateDay.Avg) 0.0215
               valid loss 0.538390  auc  0.0000 MAE  0.1720 rmse  0.2269  df(ActivateDay.Avg) 0.0097
                test loss 0.551721  auc  0.0000 MAE  0.1821 rmse  0.2401  df(ActivateDay.Avg) 0.0264
      train: epoch 5 loss 0.108265  auc  0.0000 MAE  0.1712 rmse  0.2345  df(ActivateDay.Avg) 0.0288
               valid loss 0.540086  auc  0.0000 MAE  0.1738 rmse  0.2280  df(ActivateDay.Avg) 0.0001
      train: epoch 6 loss 0.104825  auc  0.0000 MAE  0.1671 rmse  0.2307  df(ActivateDay.Avg) 0.0133
               valid loss 0.557413  auc  0.0000 MAE  0.1620 rmse  0.2235  df(ActivateDay.Avg) 0.0197
                test loss 0.571444  auc  0.0000 MAE  0.1722 rmse  0.2375  df(ActivateDay.Avg) 0.0523
      train: epoch 7 loss 0.104291  auc  0.0000 MAE  0.1660 rmse  0.2302  df(ActivateDay.Avg) 0.0122
               valid loss 0.485177  auc  0.0000 MAE  0.1743 rmse  0.2285  df(ActivateDay.Avg) 0.2374
      train: epoch 8 loss 0.105408  auc  0.0000 MAE  0.1681 rmse  0.2314  df(ActivateDay.Avg) 0.0193
               valid loss 0.468503  auc  0.0000 MAE  0.1838 rmse  0.2298  df(ActivateDay.Avg) 0.2861
      train: epoch 9 loss 0.104371  auc  0.0000 MAE  0.1679 rmse  0.2302  df(ActivateDay.Avg) 0.0385
               valid loss 0.531390  auc  0.0000 MAE  0.1676 rmse  0.2216  df(ActivateDay.Avg) 0.0354
                test loss 0.544732  auc  0.0000 MAE  0.1778 rmse  0.2350  df(ActivateDay.Avg) 0.0019
     train: epoch 10 loss 0.101278  auc  0.0000 MAE  0.1641 rmse  0.2268  df(ActivateDay.Avg) 0.0142
               valid loss 0.579738  auc  0.0000 MAE  0.1553 rmse  0.2223  df(ActivateDay.Avg) 0.0588
     train: epoch 11 loss 0.101956  auc  0.0000 MAE  0.1647 rmse  0.2276  df(ActivateDay.Avg) 0.0141
               valid loss 0.570366  auc  0.0000 MAE  0.1565 rmse  0.2214  df(ActivateDay.Avg) 0.0405
                test loss 0.584301  auc  0.0000 MAE  0.1663 rmse  0.2351  df(ActivateDay.Avg) 0.0700
     train: epoch 12 loss 0.102306  auc  0.0000 MAE  0.1660 rmse  0.2280  df(ActivateDay.Avg) 0.0261
               valid loss 0.569593  auc  0.0000 MAE  0.1553 rmse  0.2208  df(ActivateDay.Avg) 0.0328
                test loss 0.583788  auc  0.0000 MAE  0.1650 rmse  0.2343  df(ActivateDay.Avg) 0.0631
     train: epoch 13 loss 0.101506  auc  0.0000 MAE  0.1643 rmse  0.2271  df(ActivateDay.Avg) 0.0226
               valid loss 0.548758  auc  0.0000 MAE  0.1715 rmse  0.2265  df(ActivateDay.Avg) 0.0326
     train: epoch 14 loss 0.102469  auc  0.0000 MAE  0.1661 rmse  0.2281  df(ActivateDay.Avg) 0.0234
               valid loss 0.582287  auc  0.0000 MAE  0.1530 rmse  0.2219  df(ActivateDay.Avg) 0.0448
     train: epoch 15 loss 0.100506  auc  0.0000 MAE  0.1635 rmse  0.2259  df(ActivateDay.Avg) 0.0105
               valid loss 0.548873  auc  0.0000 MAE  0.1637 rmse  0.2214  df(ActivateDay.Avg) 0.0138
     train: epoch 16 loss 0.101139  auc  0.0000 MAE  0.1643 rmse  0.2267  df(ActivateDay.Avg) 0.0177
               valid loss 0.604205  auc  0.0000 MAE  0.1533 rmse  0.2248  df(ActivateDay.Avg) 0.1048
     train: epoch 17 loss 0.101104  auc  0.0000 MAE  0.1649 rmse  0.2266  df(ActivateDay.Avg) 0.0274
               valid loss 0.548102  auc  0.0000 MAE  0.1619 rmse  0.2200  df(ActivateDay.Avg) 0.0044
                test loss 0.561412  auc  0.0000 MAE  0.1723 rmse  0.2341  df(ActivateDay.Avg) 0.0389
     train: epoch 18 loss 0.101296  auc  0.0000 MAE  0.1648 rmse  0.2268  df(ActivateDay.Avg) 0.0275
               valid loss 0.511388  auc  0.0000 MAE  0.1686 rmse  0.2200  df(ActivateDay.Avg) 0.1094
     train: epoch 19 loss 0.100914  auc  0.0000 MAE  0.1643 rmse  0.2264  df(ActivateDay.Avg) 0.0226
               valid loss 0.546446  auc  0.0000 MAE  0.1659 rmse  0.2218  df(ActivateDay.Avg) 0.0130
     train: epoch 20 loss 0.099826  auc  0.0000 MAE  0.1634 rmse  0.2252  df(ActivateDay.Avg) 0.0182
               valid loss 0.567840  auc  0.0000 MAE  0.1605 rmse  0.2217  df(ActivateDay.Avg) 0.0660
     train: epoch 21 loss 0.100622  auc  0.0000 MAE  0.1641 rmse  0.2261  df(ActivateDay.Avg) 0.0193
