{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3892,  672,  537,  372,  279,  267,  256,  184,  178,  181,  153,
        123,  116,  161,  167,  187,  348])}
      train: epoch 0 loss 0.570329  MAE  0.1693  rmse  0.2386  df(ActivateDay.Avg) 0.0229
               valid loss 0.125580  MAE  0.1469  rmse  0.2123  df(ActivateDay.Avg) 0.0516
                test loss 0.132662  MAE  0.1529  rmse  0.2198  df(ActivateDay.Avg) 0.0814
      train: epoch 1 loss 0.373925  MAE  0.1482  rmse  0.2084  df(ActivateDay.Avg) 0.0022
               valid loss 0.125803  MAE  0.1426  rmse  0.2176  df(ActivateDay.Avg) 0.2022
      train: epoch 2 loss 0.371275  MAE  0.1489  rmse  0.2090  df(ActivateDay.Avg) 0.0046
               valid loss 0.123061  MAE  0.1496  rmse  0.2113  df(ActivateDay.Avg) 0.0190
                test loss 0.129508  MAE  0.1544  rmse  0.2175  df(ActivateDay.Avg) 0.0516
      train: epoch 3 loss 0.369202  MAE  0.1463  rmse  0.2076  df(ActivateDay.Avg) 0.0116
               valid loss 0.122495  MAE  0.1486  rmse  0.2099  df(ActivateDay.Avg) 0.0259
                test loss 0.128835  MAE  0.1545  rmse  0.2168  df(ActivateDay.Avg) 0.0113
      train: epoch 4 loss 0.367105  MAE  0.1460  rmse  0.2064  df(ActivateDay.Avg) 0.0025
               valid loss 0.122849  MAE  0.1390  rmse  0.2114  df(ActivateDay.Avg) 0.1062
      train: epoch 5 loss 0.365227  MAE  0.1446  rmse  0.2051  df(ActivateDay.Avg) 0.0046
               valid loss 0.121813  MAE  0.1401  rmse  0.2087  df(ActivateDay.Avg) 0.0694
                test loss 0.128553  MAE  0.1471  rmse  0.2164  df(ActivateDay.Avg) 0.1081
      train: epoch 6 loss 0.362363  MAE  0.1429  rmse  0.2029  df(ActivateDay.Avg) 0.0035
               valid loss 0.122541  MAE  0.1355  rmse  0.2124  df(ActivateDay.Avg) 0.1786
      train: epoch 7 loss 0.354811  MAE  0.1377  rmse  0.1972  df(ActivateDay.Avg) 0.0065
               valid loss 0.119458  MAE  0.1301  rmse  0.2051  df(ActivateDay.Avg) 0.1816
                test loss 0.124616  MAE  0.1355  rmse  0.2092  df(ActivateDay.Avg) 0.2176
      train: epoch 8 loss 0.352581  MAE  0.1365  rmse  0.1974  df(ActivateDay.Avg) 0.0137
               valid loss 0.116652  MAE  0.1328  rmse  0.1985  df(ActivateDay.Avg) 0.0605
                test loss 0.121120  MAE  0.1374  rmse  0.2020  df(ActivateDay.Avg) 0.0927
      train: epoch 9 loss 0.347026  MAE  0.1345  rmse  0.1932  df(ActivateDay.Avg) 0.0064
               valid loss 0.117108  MAE  0.1310  rmse  0.1997  df(ActivateDay.Avg) 0.0436
     train: epoch 10 loss 0.344217  MAE  0.1326  rmse  0.1912  df(ActivateDay.Avg) 0.0035
               valid loss 0.116606  MAE  0.1321  rmse  0.1992  df(ActivateDay.Avg) 0.0160
     train: epoch 11 loss 0.343192  MAE  0.1326  rmse  0.1916  df(ActivateDay.Avg) 0.0063
               valid loss 0.115575  MAE  0.1364  rmse  0.1981  df(ActivateDay.Avg) 0.0522
                test loss 0.119284  MAE  0.1399  rmse  0.1998  df(ActivateDay.Avg) 0.0304
     train: epoch 12 loss 0.340528  MAE  0.1313  rmse  0.1898  df(ActivateDay.Avg) 0.0000
               valid loss 0.115583  MAE  0.1368  rmse  0.1986  df(ActivateDay.Avg) 0.0958
     train: epoch 13 loss 0.338848  MAE  0.1304  rmse  0.1887  df(ActivateDay.Avg) 0.0023
               valid loss 0.115498  MAE  0.1313  rmse  0.1988  df(ActivateDay.Avg) 0.0417
     train: epoch 14 loss 0.336648  MAE  0.1300  rmse  0.1873  df(ActivateDay.Avg) 0.0088
               valid loss 0.115058  MAE  0.1362  rmse  0.1986  df(ActivateDay.Avg) 0.0337
     train: epoch 15 loss 0.337795  MAE  0.1307  rmse  0.1884  df(ActivateDay.Avg) 0.0049
               valid loss 0.115027  MAE  0.1303  rmse  0.1984  df(ActivateDay.Avg) 0.0364
     train: epoch 16 loss 0.337137  MAE  0.1297  rmse  0.1880  df(ActivateDay.Avg) 0.0049
               valid loss 0.115521  MAE  0.1365  rmse  0.1997  df(ActivateDay.Avg) 0.1081
     train: epoch 17 loss 0.335502  MAE  0.1286  rmse  0.1867  df(ActivateDay.Avg) 0.0023
               valid loss 0.114723  MAE  0.1318  rmse  0.1978  df(ActivateDay.Avg) 0.0250
                test loss 0.118528  MAE  0.1355  rmse  0.2003  df(ActivateDay.Avg) 0.0532
     train: epoch 18 loss 0.334541  MAE  0.1284  rmse  0.1859  df(ActivateDay.Avg) 0.0074
               valid loss 0.115098  MAE  0.1326  rmse  0.1993  df(ActivateDay.Avg) 0.0767
     train: epoch 19 loss 0.335016  MAE  0.1281  rmse  0.1865  df(ActivateDay.Avg) 0.0012
               valid loss 0.114276  MAE  0.1367  rmse  0.1983  df(ActivateDay.Avg) 0.0024
     train: epoch 20 loss 0.332303  MAE  0.1264  rmse  0.1845  df(ActivateDay.Avg) 0.0056
               valid loss 0.114896  MAE  0.1358  rmse  0.2004  df(ActivateDay.Avg) 0.1186
     train: epoch 21 loss 0.331988  MAE  0.1263  rmse  0.1845  df(ActivateDay.Avg) 0.0042
               valid loss 0.114211  MAE  0.1342  rmse  0.1984  df(ActivateDay.Avg) 0.0041
     train: epoch 22 loss 0.331092  MAE  0.1260  rmse  0.1838  df(ActivateDay.Avg) 0.0031
               valid loss 0.114319  MAE  0.1296  rmse  0.1988  df(ActivateDay.Avg) 0.0280
     train: epoch 23 loss 0.330359  MAE  0.1254  rmse  0.1830  df(ActivateDay.Avg) 0.0032
               valid loss 0.115498  MAE  0.1343  rmse  0.2001  df(ActivateDay.Avg) 0.0995
     train: epoch 24 loss 0.329511  MAE  0.1249  rmse  0.1828  df(ActivateDay.Avg) 0.0021
               valid loss 0.115622  MAE  0.1371  rmse  0.2031  df(ActivateDay.Avg) 0.1060
     train: epoch 25 loss 0.328675  MAE  0.1243  rmse  0.1819  df(ActivateDay.Avg) 0.0077
               valid loss 0.114947  MAE  0.1404  rmse  0.1994  df(ActivateDay.Avg) 0.0540
     train: epoch 26 loss 0.329644  MAE  0.1248  rmse  0.1825  df(ActivateDay.Avg) 0.0066
               valid loss 0.115709  MAE  0.1419  rmse  0.2028  df(ActivateDay.Avg) 0.1442
