{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.2, 'seed': 3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3911,  668,  493,  398,  283,  260,  234,  166,  188,  185,  147,
        139,  129,  163,  169,  188,  352])}
      train: epoch 0 loss 0.118337  auc  0.0000 MAE  0.1790 rmse  0.2452  df(ActivateDay.Avg) 0.0014
               valid loss 0.562415  auc  0.0000 MAE  0.1561 rmse  0.2221  df(ActivateDay.Avg) 0.0016
                test loss 0.576976  auc  0.0000 MAE  0.1662 rmse  0.2343  df(ActivateDay.Avg) 0.0295
      train: epoch 1 loss 0.102253  auc  0.0000 MAE  0.1633 rmse  0.2279  df(ActivateDay.Avg) 0.0100
               valid loss 0.585145  auc  0.0000 MAE  0.1513 rmse  0.2193  df(ActivateDay.Avg) 0.0736
                test loss 0.599193  auc  0.0000 MAE  0.1605 rmse  0.2313  df(ActivateDay.Avg) 0.0943
      train: epoch 2 loss 0.099709  auc  0.0000 MAE  0.1614 rmse  0.2250  df(ActivateDay.Avg) 0.0010
               valid loss 0.580576  auc  0.0000 MAE  0.1482 rmse  0.2168  df(ActivateDay.Avg) 0.0341
                test loss 0.593734  auc  0.0000 MAE  0.1579 rmse  0.2286  df(ActivateDay.Avg) 0.0568
      train: epoch 3 loss 0.097977  auc  0.0000 MAE  0.1597 rmse  0.2231  df(ActivateDay.Avg) 0.0057
               valid loss 0.578363  auc  0.0000 MAE  0.1557 rmse  0.2198  df(ActivateDay.Avg) 0.1126
      train: epoch 4 loss 0.097643  auc  0.0000 MAE  0.1601 rmse  0.2227  df(ActivateDay.Avg) 0.0074
               valid loss 0.597544  auc  0.0000 MAE  0.1494 rmse  0.2177  df(ActivateDay.Avg) 0.1321
      train: epoch 5 loss 0.097903  auc  0.0000 MAE  0.1591 rmse  0.2230  df(ActivateDay.Avg) 0.0017
               valid loss 0.571696  auc  0.0000 MAE  0.1525 rmse  0.2159  df(ActivateDay.Avg) 0.0763
                test loss 0.585259  auc  0.0000 MAE  0.1628 rmse  0.2282  df(ActivateDay.Avg) 0.1032
      train: epoch 6 loss 0.096161  auc  0.0000 MAE  0.1585 rmse  0.2210  df(ActivateDay.Avg) 0.0060
               valid loss 0.565547  auc  0.0000 MAE  0.1512 rmse  0.2147  df(ActivateDay.Avg) 0.0564
                test loss 0.579068  auc  0.0000 MAE  0.1611 rmse  0.2261  df(ActivateDay.Avg) 0.0812
      train: epoch 7 loss 0.096777  auc  0.0000 MAE  0.1588 rmse  0.2217  df(ActivateDay.Avg) 0.0014
               valid loss 0.561845  auc  0.0000 MAE  0.1495 rmse  0.2140  df(ActivateDay.Avg) 0.0273
                test loss 0.575502  auc  0.0000 MAE  0.1601 rmse  0.2261  df(ActivateDay.Avg) 0.0529
      train: epoch 8 loss 0.095458  auc  0.0000 MAE  0.1569 rmse  0.2202  df(ActivateDay.Avg) 0.0028
               valid loss 0.503185  auc  0.0000 MAE  0.1658 rmse  0.2165  df(ActivateDay.Avg) 0.0930
      train: epoch 9 loss 0.096342  auc  0.0000 MAE  0.1585 rmse  0.2212  df(ActivateDay.Avg) 0.0026
               valid loss 0.543326  auc  0.0000 MAE  0.1540 rmse  0.2138  df(ActivateDay.Avg) 0.0005
                test loss 0.555528  auc  0.0000 MAE  0.1645 rmse  0.2255  df(ActivateDay.Avg) 0.0248
     train: epoch 10 loss 0.095544  auc  0.0000 MAE  0.1579 rmse  0.2203  df(ActivateDay.Avg) 0.0107
               valid loss 0.550517  auc  0.0000 MAE  0.1501 rmse  0.2128  df(ActivateDay.Avg) 0.0091
                test loss 0.565279  auc  0.0000 MAE  0.1603 rmse  0.2241  df(ActivateDay.Avg) 0.0374
     train: epoch 11 loss 0.095246  auc  0.0000 MAE  0.1572 rmse  0.2200  df(ActivateDay.Avg) 0.0080
               valid loss 0.550747  auc  0.0000 MAE  0.1508 rmse  0.2133  df(ActivateDay.Avg) 0.0077
     train: epoch 12 loss 0.095977  auc  0.0000 MAE  0.1580 rmse  0.2208  df(ActivateDay.Avg) 0.0016
               valid loss 0.500125  auc  0.0000 MAE  0.1599 rmse  0.2159  df(ActivateDay.Avg) 0.1387
     train: epoch 13 loss 0.095576  auc  0.0000 MAE  0.1576 rmse  0.2203  df(ActivateDay.Avg) 0.0100
               valid loss 0.544011  auc  0.0000 MAE  0.1512 rmse  0.2136  df(ActivateDay.Avg) 0.0052
     train: epoch 14 loss 0.094902  auc  0.0000 MAE  0.1571 rmse  0.2196  df(ActivateDay.Avg) 0.0141
               valid loss 0.543140  auc  0.0000 MAE  0.1572 rmse  0.2154  df(ActivateDay.Avg) 0.0218
     train: epoch 15 loss 0.095206  auc  0.0000 MAE  0.1570 rmse  0.2199  df(ActivateDay.Avg) 0.0057
               valid loss 0.579164  auc  0.0000 MAE  0.1515 rmse  0.2160  df(ActivateDay.Avg) 0.0967
     train: epoch 16 loss 0.094543  auc  0.0000 MAE  0.1571 rmse  0.2191  df(ActivateDay.Avg) 0.0083
               valid loss 0.552203  auc  0.0000 MAE  0.1483 rmse  0.2121  df(ActivateDay.Avg) 0.0049
                test loss 0.566416  auc  0.0000 MAE  0.1587 rmse  0.2236  df(ActivateDay.Avg) 0.0309
     train: epoch 17 loss 0.094739  auc  0.0000 MAE  0.1565 rmse  0.2194  df(ActivateDay.Avg) 0.0054
               valid loss 0.530316  auc  0.0000 MAE  0.1515 rmse  0.2122  df(ActivateDay.Avg) 0.0469
     train: epoch 18 loss 0.094101  auc  0.0000 MAE  0.1561 rmse  0.2186  df(ActivateDay.Avg) 0.0110
               valid loss 0.545864  auc  0.0000 MAE  0.1506 rmse  0.2130  df(ActivateDay.Avg) 0.0019
     train: epoch 19 loss 0.094181  auc  0.0000 MAE  0.1564 rmse  0.2187  df(ActivateDay.Avg) 0.0084
               valid loss 0.564071  auc  0.0000 MAE  0.1529 rmse  0.2154  df(ActivateDay.Avg) 0.0659
     train: epoch 20 loss 0.094262  auc  0.0000 MAE  0.1566 rmse  0.2188  df(ActivateDay.Avg) 0.0112
               valid loss 0.564211  auc  0.0000 MAE  0.1500 rmse  0.2142  df(ActivateDay.Avg) 0.0571
     train: epoch 21 loss 0.093240  auc  0.0000 MAE  0.1557 rmse  0.2176  df(ActivateDay.Avg) 0.0115
               valid loss 0.525923  auc  0.0000 MAE  0.1519 rmse  0.2114  df(ActivateDay.Avg) 0.0463
                test loss 0.540233  auc  0.0000 MAE  0.1625 rmse  0.2228  df(ActivateDay.Avg) 0.0171
     train: epoch 22 loss 0.093543  auc  0.0000 MAE  0.1558 rmse  0.2180  df(ActivateDay.Avg) 0.0077
               valid loss 0.545297  auc  0.0000 MAE  0.1537 rmse  0.2139  df(ActivateDay.Avg) 0.0163
     train: epoch 23 loss 0.093302  auc  0.0000 MAE  0.1561 rmse  0.2177  df(ActivateDay.Avg) 0.0120
               valid loss 0.567737  auc  0.0000 MAE  0.1489 rmse  0.2134  df(ActivateDay.Avg) 0.0675
     train: epoch 24 loss 0.093360  auc  0.0000 MAE  0.1561 rmse  0.2178  df(ActivateDay.Avg) 0.0115
               valid loss 0.529335  auc  0.0000 MAE  0.1496 rmse  0.2127  df(ActivateDay.Avg) 0.0632
     train: epoch 25 loss 0.093278  auc  0.0000 MAE  0.1554 rmse  0.2177  df(ActivateDay.Avg) 0.0155
               valid loss 0.580396  auc  0.0000 MAE  0.1512 rmse  0.2162  df(ActivateDay.Avg) 0.1114
     train: epoch 26 loss 0.094058  auc  0.0000 MAE  0.1569 rmse  0.2186  df(ActivateDay.Avg) 0.0135
               valid loss 0.581512  auc  0.0000 MAE  0.1460 rmse  0.2140  df(ActivateDay.Avg) 0.0694
     train: epoch 27 loss 0.093610  auc  0.0000 MAE  0.1554 rmse  0.2181  df(ActivateDay.Avg) 0.0048
               valid loss 0.518337  auc  0.0000 MAE  0.1547 rmse  0.2124  df(ActivateDay.Avg) 0.0650
     train: epoch 28 loss 0.093957  auc  0.0000 MAE  0.1563 rmse  0.2185  df(ActivateDay.Avg) 0.0087
               valid loss 0.534167  auc  0.0000 MAE  0.1516 rmse  0.2133  df(ActivateDay.Avg) 0.0316
     train: epoch 29 loss 0.094096  auc  0.0000 MAE  0.1563 rmse  0.2186  df(ActivateDay.Avg) 0.0067
               valid loss 0.539720  auc  0.0000 MAE  0.1525 rmse  0.2129  df(ActivateDay.Avg) 0.0102
     train: epoch 30 loss 0.093063  auc  0.0000 MAE  0.1556 rmse  0.2174  df(ActivateDay.Avg) 0.0134
               valid loss 0.568235  auc  0.0000 MAE  0.1509 rmse  0.2145  df(ActivateDay.Avg) 0.0686
     train: epoch 31 loss 0.093846  auc  0.0000 MAE  0.1562 rmse  0.2183  df(ActivateDay.Avg) 0.0083
               valid loss 0.503512  auc  0.0000 MAE  0.1566 rmse  0.2124  df(ActivateDay.Avg) 0.1078
     train: epoch 32 loss 0.093293  auc  0.0000 MAE  0.1557 rmse  0.2177  df(ActivateDay.Avg) 0.0121
               valid loss 0.550479  auc  0.0000 MAE  0.1490 rmse  0.2122  df(ActivateDay.Avg) 0.0195
     train: epoch 33 loss 0.092782  auc  0.0000 MAE  0.1551 rmse  0.2171  df(ActivateDay.Avg) 0.0150
               valid loss 0.564716  auc  0.0000 MAE  0.1474 rmse  0.2129  df(ActivateDay.Avg) 0.0503
     train: epoch 34 loss 0.092748  auc  0.0000 MAE  0.1543 rmse  0.2170  df(ActivateDay.Avg) 0.0039
               valid loss 0.509958  auc  0.0000 MAE  0.1586 rmse  0.2128  df(ActivateDay.Avg) 0.0756
     train: epoch 35 loss 0.092710  auc  0.0000 MAE  0.1562 rmse  0.2170  df(ActivateDay.Avg) 0.0211
               valid loss 0.583530  auc  0.0000 MAE  0.1478 rmse  0.2145  df(ActivateDay.Avg) 0.1080
     train: epoch 36 loss 0.092475  auc  0.0000 MAE  0.1549 rmse  0.2167  df(ActivateDay.Avg) 0.0093
               valid loss 0.515142  auc  0.0000 MAE  0.1541 rmse  0.2119  df(ActivateDay.Avg) 0.0711
     train: epoch 37 loss 0.092421  auc  0.0000 MAE  0.1549 rmse  0.2167  df(ActivateDay.Avg) 0.0155
               valid loss 0.530694  auc  0.0000 MAE  0.1506 rmse  0.2114  df(ActivateDay.Avg) 0.0347
     train: epoch 38 loss 0.092225  auc  0.0000 MAE  0.1545 rmse  0.2164  df(ActivateDay.Avg) 0.0122
               valid loss 0.543851  auc  0.0000 MAE  0.1499 rmse  0.2116  df(ActivateDay.Avg) 0.0125
     train: epoch 39 loss 0.092308  auc  0.0000 MAE  0.1549 rmse  0.2165  df(ActivateDay.Avg) 0.0128
               valid loss 0.552242  auc  0.0000 MAE  0.1513 rmse  0.2133  df(ActivateDay.Avg) 0.0303
     train: epoch 40 loss 0.092006  auc  0.0000 MAE  0.1544 rmse  0.2162  df(ActivateDay.Avg) 0.0120
               valid loss 0.526263  auc  0.0000 MAE  0.1530 rmse  0.2122  df(ActivateDay.Avg) 0.0414
     train: epoch 41 loss 0.092841  auc  0.0000 MAE  0.1553 rmse  0.2172  df(ActivateDay.Avg) 0.0106
               valid loss 0.474999  auc  0.0000 MAE  0.1639 rmse  0.2153  df(ActivateDay.Avg) 0.2053
     train: epoch 42 loss 0.092712  auc  0.0000 MAE  0.1557 rmse  0.2170  df(ActivateDay.Avg) 0.0180
