{'model_name': 'LR', 'embedding_size': 32, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 2, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=2), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3915,  679,  514,  362,  268,  263,  241,  181,  181,  188,  158,
        138,  120,  154,  184,  194,  333])}
      train: epoch 0 loss 8.263929  auc  0.0000 MAE  0.4573 rmse  2.0488  df(ActivateDay.Avg) 0.1943
               valid loss 0.474690  auc  0.0000 MAE  0.4294 rmse  0.4643  df(ActivateDay.Avg) 1.5370
                test loss 0.475290  auc  0.0000 MAE  0.4324 rmse  0.4661  df(ActivateDay.Avg) 1.5441
      train: epoch 1 loss 2.022172  auc  0.0000 MAE  0.3053 rmse  1.0135  df(ActivateDay.Avg) 0.0567
               valid loss 0.440218  auc  0.0000 MAE  0.4061 rmse  0.4406  df(ActivateDay.Avg) 1.5043
                test loss 0.444210  auc  0.0000 MAE  0.4102 rmse  0.4432  df(ActivateDay.Avg) 1.5130
      train: epoch 2 loss 1.306227  auc  0.0000 MAE  0.3543 rmse  0.8145  df(ActivateDay.Avg) 0.0226
               valid loss 0.456252  auc  0.0000 MAE  0.4169 rmse  0.4500  df(ActivateDay.Avg) 1.4835
      train: epoch 3 loss 0.481119  auc  0.0000 MAE  0.2534 rmse  0.4943  df(ActivateDay.Avg) 0.0369
               valid loss 0.448953  auc  0.0000 MAE  0.4183 rmse  0.4493  df(ActivateDay.Avg) 1.4916
      train: epoch 4 loss 0.224875  auc  0.0000 MAE  0.2230 rmse  0.3380  df(ActivateDay.Avg) 0.0208
               valid loss 0.432867  auc  0.0000 MAE  0.4095 rmse  0.4405  df(ActivateDay.Avg) 1.5010
                test loss 0.437075  auc  0.0000 MAE  0.4086 rmse  0.4391  df(ActivateDay.Avg) 1.4978
      train: epoch 5 loss 0.296595  auc  0.0000 MAE  0.2422 rmse  0.3881  df(ActivateDay.Avg) 0.0038
               valid loss 0.446275  auc  0.0000 MAE  0.4166 rmse  0.4475  df(ActivateDay.Avg) 1.4974
      train: epoch 6 loss 0.244822  auc  0.0000 MAE  0.2270 rmse  0.3526  df(ActivateDay.Avg) 0.0109
               valid loss 0.473936  auc  0.0000 MAE  0.4360 rmse  0.4673  df(ActivateDay.Avg) 1.4872
      train: epoch 7 loss 0.338904  auc  0.0000 MAE  0.2309 rmse  0.4149  df(ActivateDay.Avg) 0.0152
               valid loss 0.442349  auc  0.0000 MAE  0.4170 rmse  0.4480  df(ActivateDay.Avg) 1.5170
      train: epoch 8 loss 0.356984  auc  0.0000 MAE  0.2420 rmse  0.4258  df(ActivateDay.Avg) 0.0124
               valid loss 0.453221  auc  0.0000 MAE  0.4222 rmse  0.4522  df(ActivateDay.Avg) 1.4934
      train: epoch 9 loss 0.336929  auc  0.0000 MAE  0.2420 rmse  0.4137  df(ActivateDay.Avg) 0.0045
               valid loss 0.435505  auc  0.0000 MAE  0.4093 rmse  0.4397  df(ActivateDay.Avg) 1.4876
                test loss 0.439283  auc  0.0000 MAE  0.4103 rmse  0.4396  df(ActivateDay.Avg) 1.4764
     train: epoch 10 loss 0.474127  auc  0.0000 MAE  0.2459 rmse  0.4907  df(ActivateDay.Avg) 0.0017
               valid loss 0.438677  auc  0.0000 MAE  0.4028 rmse  0.4344  df(ActivateDay.Avg) 1.4578
                test loss 0.439776  auc  0.0000 MAE  0.4037 rmse  0.4346  df(ActivateDay.Avg) 1.4433
     train: epoch 11 loss 0.596575  auc  0.0000 MAE  0.2726 rmse  0.5505  df(ActivateDay.Avg) 0.0333
               valid loss 0.440714  auc  0.0000 MAE  0.4136 rmse  0.4446  df(ActivateDay.Avg) 1.5030
     train: epoch 12 loss 0.597419  auc  0.0000 MAE  0.2849 rmse  0.5509  df(ActivateDay.Avg) 0.0121
               valid loss 0.446265  auc  0.0000 MAE  0.4151 rmse  0.4461  df(ActivateDay.Avg) 1.4923
     train: epoch 13 loss 0.781799  auc  0.0000 MAE  0.2692 rmse  0.6302  df(ActivateDay.Avg) 0.0043
               valid loss 0.440086  auc  0.0000 MAE  0.4097 rmse  0.4408  df(ActivateDay.Avg) 1.4838
     train: epoch 14 loss 0.474907  auc  0.0000 MAE  0.2377 rmse  0.4911  df(ActivateDay.Avg) 0.0064
               valid loss 0.451351  auc  0.0000 MAE  0.4192 rmse  0.4511  df(ActivateDay.Avg) 1.4887
     train: epoch 15 loss 0.606345  auc  0.0000 MAE  0.2860 rmse  0.5550  df(ActivateDay.Avg) 0.0076
               valid loss 0.464022  auc  0.0000 MAE  0.4255 rmse  0.4566  df(ActivateDay.Avg) 1.4707
     train: epoch 16 loss 0.781137  auc  0.0000 MAE  0.2892 rmse  0.6299  df(ActivateDay.Avg) 0.0172
               valid loss 0.455229  auc  0.0000 MAE  0.4211 rmse  0.4528  df(ActivateDay.Avg) 1.4870
     train: epoch 17 loss 0.622456  auc  0.0000 MAE  0.2675 rmse  0.5623  df(ActivateDay.Avg) 0.0018
               valid loss 0.450913  auc  0.0000 MAE  0.4264 rmse  0.4576  df(ActivateDay.Avg) 1.5164
     train: epoch 18 loss 0.525113  auc  0.0000 MAE  0.2524 rmse  0.5165  df(ActivateDay.Avg) 0.0064
               valid loss 0.436233  auc  0.0000 MAE  0.4125 rmse  0.4441  df(ActivateDay.Avg) 1.5179
     train: epoch 19 loss 0.487188  auc  0.0000 MAE  0.2596 rmse  0.4975  df(ActivateDay.Avg) 0.0003
               valid loss 0.427711  auc  0.0000 MAE  0.4012 rmse  0.4327  df(ActivateDay.Avg) 1.4818
                test loss 0.429249  auc  0.0000 MAE  0.4022 rmse  0.4333  df(ActivateDay.Avg) 1.4726
     train: epoch 20 loss 0.733599  auc  0.0000 MAE  0.2729 rmse  0.6104  df(ActivateDay.Avg) 0.0057
               valid loss 0.479947  auc  0.0000 MAE  0.4375 rmse  0.4699  df(ActivateDay.Avg) 1.4966
     train: epoch 21 loss 0.681781  auc  0.0000 MAE  0.2804 rmse  0.5885  df(ActivateDay.Avg) 0.0136
               valid loss 0.438508  auc  0.0000 MAE  0.4085 rmse  0.4412  df(ActivateDay.Avg) 1.5016
     train: epoch 22 loss 0.963191  auc  0.0000 MAE  0.2656 rmse  0.6995  df(ActivateDay.Avg) 0.0204
               valid loss 0.462910  auc  0.0000 MAE  0.4297 rmse  0.4605  df(ActivateDay.Avg) 1.4897
     train: epoch 23 loss 1.091907  auc  0.0000 MAE  0.2959 rmse  0.7447  df(ActivateDay.Avg) 0.0265
               valid loss 0.438083  auc  0.0000 MAE  0.4092 rmse  0.4413  df(ActivateDay.Avg) 1.5031
     train: epoch 24 loss 0.544854  auc  0.0000 MAE  0.2498 rmse  0.5261  df(ActivateDay.Avg) 0.0028
               valid loss 0.438882  auc  0.0000 MAE  0.4113 rmse  0.4422  df(ActivateDay.Avg) 1.4810
     train: epoch 25 loss 0.301293  auc  0.0000 MAE  0.2201 rmse  0.3912  df(ActivateDay.Avg) 0.0044
               valid loss 0.445934  auc  0.0000 MAE  0.4151 rmse  0.4459  df(ActivateDay.Avg) 1.4868
     train: epoch 26 loss 0.317321  auc  0.0000 MAE  0.2187 rmse  0.4015  df(ActivateDay.Avg) 0.0015
