{'model_name': 'MLP', 'embedding_size': 64, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'deep_layers': [100, 50], 'dropout_p': 0.2, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3878,  688,  510,  374,  302,  262,  250,  187,  171,  166,  161,
        124,  124,  163,  169,  202,  342])}
      train: epoch 0 loss 0.125202  auc  0.0000 MAE  0.1767 rmse  0.2522  df(ActivateDay.Avg) 0.0320
               valid loss 0.570134  auc  0.0000 MAE  0.1663 rmse  0.2374  df(ActivateDay.Avg) 0.0063
                test loss 0.575235  auc  0.0000 MAE  0.1648 rmse  0.2376  df(ActivateDay.Avg) 0.0380
      train: epoch 1 loss 0.111211  auc  0.0000 MAE  0.1668 rmse  0.2377  df(ActivateDay.Avg) 0.0417
               valid loss 0.604559  auc  0.0000 MAE  0.1605 rmse  0.2325  df(ActivateDay.Avg) 0.0811
                test loss 0.610290  auc  0.0000 MAE  0.1592 rmse  0.2345  df(ActivateDay.Avg) 0.0467
      train: epoch 2 loss 0.107773  auc  0.0000 MAE  0.1634 rmse  0.2340  df(ActivateDay.Avg) 0.0437
               valid loss 0.594577  auc  0.0000 MAE  0.1610 rmse  0.2348  df(ActivateDay.Avg) 0.0415
      train: epoch 3 loss 0.106675  auc  0.0000 MAE  0.1625 rmse  0.2328  df(ActivateDay.Avg) 0.0465
               valid loss 0.597872  auc  0.0000 MAE  0.1618 rmse  0.2323  df(ActivateDay.Avg) 0.0928
                test loss 0.605675  auc  0.0000 MAE  0.1594 rmse  0.2324  df(ActivateDay.Avg) 0.0636
      train: epoch 4 loss 0.103342  auc  0.0000 MAE  0.1606 rmse  0.2291  df(ActivateDay.Avg) 0.0451
               valid loss 0.590890  auc  0.0000 MAE  0.1623 rmse  0.2312  df(ActivateDay.Avg) 0.0727
                test loss 0.596093  auc  0.0000 MAE  0.1603 rmse  0.2321  df(ActivateDay.Avg) 0.0464
      train: epoch 5 loss 0.101756  auc  0.0000 MAE  0.1585 rmse  0.2273  df(ActivateDay.Avg) 0.0487
               valid loss 0.622443  auc  0.0000 MAE  0.1553 rmse  0.2306  df(ActivateDay.Avg) 0.0829
                test loss 0.629500  auc  0.0000 MAE  0.1551 rmse  0.2328  df(ActivateDay.Avg) 0.0556
      train: epoch 6 loss 0.098841  auc  0.0000 MAE  0.1558 rmse  0.2241  df(ActivateDay.Avg) 0.0504
               valid loss 0.594162  auc  0.0000 MAE  0.1603 rmse  0.2303  df(ActivateDay.Avg) 0.0780
                test loss 0.600580  auc  0.0000 MAE  0.1587 rmse  0.2312  df(ActivateDay.Avg) 0.0488
      train: epoch 7 loss 0.100185  auc  0.0000 MAE  0.1575 rmse  0.2256  df(ActivateDay.Avg) 0.0392
               valid loss 0.571543  auc  0.0000 MAE  0.1611 rmse  0.2293  df(ActivateDay.Avg) 0.0057
                test loss 0.577746  auc  0.0000 MAE  0.1599 rmse  0.2318  df(ActivateDay.Avg) 0.0211
      train: epoch 8 loss 0.096984  auc  0.0000 MAE  0.1546 rmse  0.2220  df(ActivateDay.Avg) 0.0382
               valid loss 0.579174  auc  0.0000 MAE  0.1591 rmse  0.2297  df(ActivateDay.Avg) 0.0292
      train: epoch 9 loss 0.096517  auc  0.0000 MAE  0.1548 rmse  0.2214  df(ActivateDay.Avg) 0.0353
               valid loss 0.590681  auc  0.0000 MAE  0.1550 rmse  0.2276  df(ActivateDay.Avg) 0.0313
                test loss 0.597792  auc  0.0000 MAE  0.1547 rmse  0.2309  df(ActivateDay.Avg) 0.0006
     train: epoch 10 loss 0.095989  auc  0.0000 MAE  0.1529 rmse  0.2208  df(ActivateDay.Avg) 0.0411
               valid loss 0.556357  auc  0.0000 MAE  0.1640 rmse  0.2297  df(ActivateDay.Avg) 0.0003
     train: epoch 11 loss 0.095401  auc  0.0000 MAE  0.1532 rmse  0.2201  df(ActivateDay.Avg) 0.0431
               valid loss 0.600046  auc  0.0000 MAE  0.1555 rmse  0.2288  df(ActivateDay.Avg) 0.0505
     train: epoch 12 loss 0.093046  auc  0.0000 MAE  0.1516 rmse  0.2174  df(ActivateDay.Avg) 0.0306
               valid loss 0.603845  auc  0.0000 MAE  0.1565 rmse  0.2299  df(ActivateDay.Avg) 0.0712
     train: epoch 13 loss 0.092205  auc  0.0000 MAE  0.1505 rmse  0.2164  df(ActivateDay.Avg) 0.0349
               valid loss 0.592278  auc  0.0000 MAE  0.1564 rmse  0.2302  df(ActivateDay.Avg) 0.0458
     train: epoch 14 loss 0.091376  auc  0.0000 MAE  0.1500 rmse  0.2154  df(ActivateDay.Avg) 0.0337
               valid loss 0.577017  auc  0.0000 MAE  0.1590 rmse  0.2272  df(ActivateDay.Avg) 0.0397
                test loss 0.583528  auc  0.0000 MAE  0.1572 rmse  0.2286  df(ActivateDay.Avg) 0.0078
     train: epoch 15 loss 0.090629  auc  0.0000 MAE  0.1494 rmse  0.2146  df(ActivateDay.Avg) 0.0335
               valid loss 0.599796  auc  0.0000 MAE  0.1558 rmse  0.2271  df(ActivateDay.Avg) 0.0634
                test loss 0.602294  auc  0.0000 MAE  0.1557 rmse  0.2309  df(ActivateDay.Avg) 0.0212
     train: epoch 16 loss 0.090582  auc  0.0000 MAE  0.1492 rmse  0.2145  df(ActivateDay.Avg) 0.0377
               valid loss 0.561231  auc  0.0000 MAE  0.1597 rmse  0.2282  df(ActivateDay.Avg) 0.0072
     train: epoch 17 loss 0.090024  auc  0.0000 MAE  0.1486 rmse  0.2138  df(ActivateDay.Avg) 0.0269
               valid loss 0.619669  auc  0.0000 MAE  0.1552 rmse  0.2290  df(ActivateDay.Avg) 0.1241
     train: epoch 18 loss 0.088259  auc  0.0000 MAE  0.1477 rmse  0.2117  df(ActivateDay.Avg) 0.0261
               valid loss 0.586093  auc  0.0000 MAE  0.1570 rmse  0.2288  df(ActivateDay.Avg) 0.0575
     train: epoch 19 loss 0.087794  auc  0.0000 MAE  0.1468 rmse  0.2112  df(ActivateDay.Avg) 0.0288
               valid loss 0.580147  auc  0.0000 MAE  0.1558 rmse  0.2266  df(ActivateDay.Avg) 0.0385
                test loss 0.591159  auc  0.0000 MAE  0.1553 rmse  0.2292  df(ActivateDay.Avg) 0.0006
     train: epoch 20 loss 0.087074  auc  0.0000 MAE  0.1470 rmse  0.2103  df(ActivateDay.Avg) 0.0219
               valid loss 0.580043  auc  0.0000 MAE  0.1557 rmse  0.2272  df(ActivateDay.Avg) 0.0339
     train: epoch 21 loss 0.085466  auc  0.0000 MAE  0.1448 rmse  0.2084  df(ActivateDay.Avg) 0.0186
               valid loss 0.586295  auc  0.0000 MAE  0.1557 rmse  0.2261  df(ActivateDay.Avg) 0.0615
                test loss 0.593675  auc  0.0000 MAE  0.1563 rmse  0.2304  df(ActivateDay.Avg) 0.0266
