{'model_name': 'LR', 'embedding_size': 32, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 3, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=3), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
      train: epoch 0 loss 1.184779  auc  0.0000 MAE  0.1366 rmse  0.3308  df(ActivateDay.Avg) 0.0472
               valid loss 2.476218  auc  0.0000 MAE  0.4408 rmse  0.4564  df(ActivateDay.Avg) 5.2313
                test loss 6.566014  auc  0.0000 MAE  0.4396 rmse  0.4551  df(ActivateDay.Avg) 5.1420
      train: epoch 1 loss 0.215933  auc  0.0000 MAE  0.0955 rmse  0.1412  df(ActivateDay.Avg) 0.0004
               valid loss 2.479573  auc  0.0000 MAE  0.4416 rmse  0.4573  df(ActivateDay.Avg) 5.2410
      train: epoch 2 loss 0.446164  auc  0.0000 MAE  0.1110 rmse  0.2030  df(ActivateDay.Avg) 0.0003
               valid loss 2.486480  auc  0.0000 MAE  0.4417 rmse  0.4576  df(ActivateDay.Avg) 5.2413
      train: epoch 3 loss 0.218242  auc  0.0000 MAE  0.0966 rmse  0.1420  df(ActivateDay.Avg) 0.0000
               valid loss 2.483911  auc  0.0000 MAE  0.4416 rmse  0.4575  df(ActivateDay.Avg) 5.2398
      train: epoch 4 loss 0.511558  auc  0.0000 MAE  0.1133 rmse  0.2174  df(ActivateDay.Avg) 0.0019
               valid loss 2.478920  auc  0.0000 MAE  0.4399 rmse  0.4556  df(ActivateDay.Avg) 5.2199
                test loss 6.571236  auc  0.0000 MAE  0.4389 rmse  0.4546  df(ActivateDay.Avg) 5.1331
      train: epoch 5 loss 0.682537  auc  0.0000 MAE  0.1174 rmse  0.2511  df(ActivateDay.Avg) 0.0049
               valid loss 2.495981  auc  0.0000 MAE  0.4423 rmse  0.4587  df(ActivateDay.Avg) 5.2459
      train: epoch 6 loss 0.310605  auc  0.0000 MAE  0.1020 rmse  0.1694  df(ActivateDay.Avg) 0.0033
               valid loss 2.491322  auc  0.0000 MAE  0.4416 rmse  0.4576  df(ActivateDay.Avg) 5.2378
      train: epoch 7 loss 0.301103  auc  0.0000 MAE  0.1042 rmse  0.1668  df(ActivateDay.Avg) 0.0014
               valid loss 2.506263  auc  0.0000 MAE  0.4414 rmse  0.4579  df(ActivateDay.Avg) 5.2309
      train: epoch 8 loss 0.313915  auc  0.0000 MAE  0.1051 rmse  0.1703  df(ActivateDay.Avg) 0.0010
               valid loss 2.501200  auc  0.0000 MAE  0.4418 rmse  0.4581  df(ActivateDay.Avg) 5.2391
      train: epoch 9 loss 0.422973  auc  0.0000 MAE  0.1114 rmse  0.1976  df(ActivateDay.Avg) 0.0015
               valid loss 2.483805  auc  0.0000 MAE  0.4407 rmse  0.4574  df(ActivateDay.Avg) 5.2258
     train: epoch 10 loss 0.335801  auc  0.0000 MAE  0.1063 rmse  0.1761  df(ActivateDay.Avg) 0.0019
               valid loss 2.493684  auc  0.0000 MAE  0.4422 rmse  0.4584  df(ActivateDay.Avg) 5.2456
     train: epoch 11 loss 0.263946  auc  0.0000 MAE  0.0997 rmse  0.1561  df(ActivateDay.Avg) 0.0041
               valid loss 2.558091  auc  0.0000 MAE  0.4442 rmse  0.4633  df(ActivateDay.Avg) 5.2361
     train: epoch 12 loss 0.367269  auc  0.0000 MAE  0.1081 rmse  0.1842  df(ActivateDay.Avg) 0.0058
               valid loss 2.485432  auc  0.0000 MAE  0.4412 rmse  0.4571  df(ActivateDay.Avg) 5.2350
     train: epoch 13 loss 0.317466  auc  0.0000 MAE  0.1045 rmse  0.1712  df(ActivateDay.Avg) 0.0000
               valid loss 2.486961  auc  0.0000 MAE  0.4404 rmse  0.4570  df(ActivateDay.Avg) 5.2209
     train: epoch 14 loss 0.443763  auc  0.0000 MAE  0.1107 rmse  0.2024  df(ActivateDay.Avg) 0.0023
               valid loss 2.481227  auc  0.0000 MAE  0.4412 rmse  0.4569  df(ActivateDay.Avg) 5.2364
     train: epoch 15 loss 0.252906  auc  0.0000 MAE  0.0998 rmse  0.1528  df(ActivateDay.Avg) 0.0014
               valid loss 2.495145  auc  0.0000 MAE  0.4424 rmse  0.4585  df(ActivateDay.Avg) 5.2477
     train: epoch 16 loss 0.284303  auc  0.0000 MAE  0.1008 rmse  0.1620  df(ActivateDay.Avg) 0.0019
               valid loss 2.535017  auc  0.0000 MAE  0.4433 rmse  0.4611  df(ActivateDay.Avg) 5.2413
     train: epoch 17 loss 0.266210  auc  0.0000 MAE  0.1008 rmse  0.1568  df(ActivateDay.Avg) 0.0001
               valid loss 2.473933  auc  0.0000 MAE  0.4405 rmse  0.4562  df(ActivateDay.Avg) 5.2283
     train: epoch 18 loss 0.275451  auc  0.0000 MAE  0.1029 rmse  0.1595  df(ActivateDay.Avg) 0.0001
               valid loss 2.488060  auc  0.0000 MAE  0.4406 rmse  0.4566  df(ActivateDay.Avg) 5.2262
     train: epoch 19 loss 0.248080  auc  0.0000 MAE  0.1000 rmse  0.1514  df(ActivateDay.Avg) 0.0002
               valid loss 2.496342  auc  0.0000 MAE  0.4412 rmse  0.4574  df(ActivateDay.Avg) 5.2324
     train: epoch 20 loss 0.295028  auc  0.0000 MAE  0.1022 rmse  0.1651  df(ActivateDay.Avg) 0.0006
               valid loss 2.475778  auc  0.0000 MAE  0.4410 rmse  0.4573  df(ActivateDay.Avg) 5.2286
     train: epoch 21 loss 0.327257  auc  0.0000 MAE  0.1044 rmse  0.1738  df(ActivateDay.Avg) 0.0011
               valid loss 2.512955  auc  0.0000 MAE  0.4432 rmse  0.4601  df(ActivateDay.Avg) 5.2506
     train: epoch 22 loss 0.228910  auc  0.0000 MAE  0.0976 rmse  0.1454  df(ActivateDay.Avg) 0.0007
               valid loss 2.498527  auc  0.0000 MAE  0.4420 rmse  0.4582  df(ActivateDay.Avg) 5.2416
     train: epoch 23 loss 0.566603  auc  0.0000 MAE  0.1111 rmse  0.2288  df(ActivateDay.Avg) 0.0012
               valid loss 2.498117  auc  0.0000 MAE  0.4418 rmse  0.4579  df(ActivateDay.Avg) 5.2393
     train: epoch 24 loss 0.220558  auc  0.0000 MAE  0.0960 rmse  0.1427  df(ActivateDay.Avg) 0.0012
               valid loss 2.488294  auc  0.0000 MAE  0.4425 rmse  0.4584  df(ActivateDay.Avg) 5.2503
     train: epoch 25 loss 0.197806  auc  0.0000 MAE  0.0936 rmse  0.1352  df(ActivateDay.Avg) 0.0010
               valid loss 2.487309  auc  0.0000 MAE  0.4418 rmse  0.4577  df(ActivateDay.Avg) 5.2416
     train: epoch 26 loss 0.249526  auc  0.0000 MAE  0.0987 rmse  0.1518  df(ActivateDay.Avg) 0.0017
               valid loss 2.483026  auc  0.0000 MAE  0.4420 rmse  0.4579  df(ActivateDay.Avg) 5.2445
     train: epoch 27 loss 0.238449  auc  0.0000 MAE  0.0981 rmse  0.1484  df(ActivateDay.Avg) 0.0003
               valid loss 2.482955  auc  0.0000 MAE  0.4422 rmse  0.4580  df(ActivateDay.Avg) 5.2469
     train: epoch 28 loss 0.242144  auc  0.0000 MAE  0.0991 rmse  0.1495  df(ActivateDay.Avg) 0.0043
               valid loss 2.507014  auc  0.0000 MAE  0.4413 rmse  0.4578  df(ActivateDay.Avg) 5.2308
     train: epoch 29 loss 0.388502  auc  0.0000 MAE  0.1045 rmse  0.1894  df(ActivateDay.Avg) 0.0006
               valid loss 2.485897  auc  0.0000 MAE  0.4408 rmse  0.4567  df(ActivateDay.Avg) 5.2301
     train: epoch 30 loss 0.197853  auc  0.0000 MAE  0.0937 rmse  0.1352  df(ActivateDay.Avg) 0.0006
               valid loss 2.499463  auc  0.0000 MAE  0.4430 rmse  0.4594  df(ActivateDay.Avg) 5.2471
     train: epoch 31 loss 0.209115  auc  0.0000 MAE  0.0949 rmse  0.1390  df(ActivateDay.Avg) 0.0005
               valid loss 2.499580  auc  0.0000 MAE  0.4419 rmse  0.4582  df(ActivateDay.Avg) 5.2408
     train: epoch 32 loss 0.223491  auc  0.0000 MAE  0.0959 rmse  0.1437  df(ActivateDay.Avg) 0.0037
               valid loss 2.492552  auc  0.0000 MAE  0.4431 rmse  0.4590  df(ActivateDay.Avg) 5.2568
     train: epoch 33 loss 0.228940  auc  0.0000 MAE  0.0976 rmse  0.1454  df(ActivateDay.Avg) 0.0030
               valid loss 2.484623  auc  0.0000 MAE  0.4417 rmse  0.4574  df(ActivateDay.Avg) 5.2411
     train: epoch 34 loss 0.221528  auc  0.0000 MAE  0.0968 rmse  0.1430  df(ActivateDay.Avg) 0.0008
               valid loss 2.481216  auc  0.0000 MAE  0.4417 rmse  0.4574  df(ActivateDay.Avg) 5.2422
     train: epoch 35 loss 0.208940  auc  0.0000 MAE  0.0948 rmse  0.1389  df(ActivateDay.Avg) 0.0014
               valid loss 2.543103  auc  0.0000 MAE  0.4450 rmse  0.4625  df(ActivateDay.Avg) 5.2555
     train: epoch 36 loss 0.252631  auc  0.0000 MAE  0.0988 rmse  0.1527  df(ActivateDay.Avg) 0.0011
               valid loss 2.487297  auc  0.0000 MAE  0.4416 rmse  0.4575  df(ActivateDay.Avg) 5.2392
     train: epoch 37 loss 0.230650  auc  0.0000 MAE  0.0963 rmse  0.1459  df(ActivateDay.Avg) 0.0005
               valid loss 2.500124  auc  0.0000 MAE  0.4427 rmse  0.4589  df(ActivateDay.Avg) 5.2505
     train: epoch 38 loss 0.250695  auc  0.0000 MAE  0.0962 rmse  0.1522  df(ActivateDay.Avg) 0.0007
               valid loss 2.571166  auc  0.0000 MAE  0.4446 rmse  0.4632  df(ActivateDay.Avg) 5.2412
     train: epoch 39 loss 0.264896  auc  0.0000 MAE  0.0997 rmse  0.1564  df(ActivateDay.Avg) 0.0003
               valid loss 2.494033  auc  0.0000 MAE  0.4412 rmse  0.4573  df(ActivateDay.Avg) 5.2339
     train: epoch 40 loss 0.192501  auc  0.0000 MAE  0.0930 rmse  0.1333  df(ActivateDay.Avg) 0.0013
               valid loss 2.491751  auc  0.0000 MAE  0.4417 rmse  0.4577  df(ActivateDay.Avg) 5.2405
     train: epoch 41 loss 0.196322  auc  0.0000 MAE  0.0934 rmse  0.1347  df(ActivateDay.Avg) 0.0028
               valid loss 2.485158  auc  0.0000 MAE  0.4425 rmse  0.4583  df(ActivateDay.Avg) 5.2523
     train: epoch 42 loss 0.188604  auc  0.0000 MAE  0.0925 rmse  0.1320  df(ActivateDay.Avg) 0.0018
               valid loss 2.484902  auc  0.0000 MAE  0.4417 rmse  0.4577  df(ActivateDay.Avg) 5.2396
     train: epoch 43 loss 0.260206  auc  0.0000 MAE  0.0950 rmse  0.1550  df(ActivateDay.Avg) 0.0055
               valid loss 2.510386  auc  0.0000 MAE  0.4437 rmse  0.4603  df(ActivateDay.Avg) 5.2556
     train: epoch 44 loss 0.229666  auc  0.0000 MAE  0.0959 rmse  0.1456  df(ActivateDay.Avg) 0.0052
               valid loss 2.496817  auc  0.0000 MAE  0.4425 rmse  0.4586  df(ActivateDay.Avg) 5.2460
     train: epoch 45 loss 0.186869  auc  0.0000 MAE  0.0922 rmse  0.1314  df(ActivateDay.Avg) 0.0009
               valid loss 2.490213  auc  0.0000 MAE  0.4414 rmse  0.4573  df(ActivateDay.Avg) 5.2362
     train: epoch 46 loss 0.215709  auc  0.0000 MAE  0.0941 rmse  0.1411  df(ActivateDay.Avg) 0.0022
               valid loss 2.488144  auc  0.0000 MAE  0.4424 rmse  0.4583  df(ActivateDay.Avg) 5.2494
     train: epoch 47 loss 0.220354  auc  0.0000 MAE  0.0950 rmse  0.1427  df(ActivateDay.Avg) 0.0005
               valid loss 2.486187  auc  0.0000 MAE  0.4426 rmse  0.4584  df(ActivateDay.Avg) 5.2523
     train: epoch 48 loss 0.199881  auc  0.0000 MAE  0.0934 rmse  0.1359  df(ActivateDay.Avg) 0.0014
               valid loss 2.485808  auc  0.0000 MAE  0.4414 rmse  0.4572  df(ActivateDay.Avg) 5.2376
     train: epoch 49 loss 0.202983  auc  0.0000 MAE  0.0934 rmse  0.1369  df(ActivateDay.Avg) 0.0013
               valid loss 2.495790  auc  0.0000 MAE  0.4411 rmse  0.4572  df(ActivateDay.Avg) 5.2312
     train: epoch 50 loss 0.201204  auc  0.0000 MAE  0.0934 rmse  0.1363  df(ActivateDay.Avg) 0.0002
               valid loss 2.491066  auc  0.0000 MAE  0.4410 rmse  0.4570  df(ActivateDay.Avg) 5.2309
     train: epoch 51 loss 0.206202  auc  0.0000 MAE  0.0935 rmse  0.1380  df(ActivateDay.Avg) 0.0026
               valid loss 2.486552  auc  0.0000 MAE  0.4423 rmse  0.4581  df(ActivateDay.Avg) 5.2485
     train: epoch 52 loss 0.189633  auc  0.0000 MAE  0.0926 rmse  0.1323  df(ActivateDay.Avg) 0.0018
               valid loss 2.483380  auc  0.0000 MAE  0.4415 rmse  0.4572  df(ActivateDay.Avg) 5.2386
     train: epoch 53 loss 0.186385  auc  0.0000 MAE  0.0918 rmse  0.1312  df(ActivateDay.Avg) 0.0001
               valid loss 2.487187  auc  0.0000 MAE  0.4415 rmse  0.4574  df(ActivateDay.Avg) 5.2388
     train: epoch 54 loss 0.190454  auc  0.0000 MAE  0.0922 rmse  0.1326  df(ActivateDay.Avg) 0.0001
               valid loss 2.491965  auc  0.0000 MAE  0.4419 rmse  0.4579  df(ActivateDay.Avg) 5.2421
     train: epoch 55 loss 0.200721  auc  0.0000 MAE  0.0931 rmse  0.1362  df(ActivateDay.Avg) 0.0008
               valid loss 2.487282  auc  0.0000 MAE  0.4414 rmse  0.4573  df(ActivateDay.Avg) 5.2370
     train: epoch 56 loss 0.186876  auc  0.0000 MAE  0.0919 rmse  0.1314  df(ActivateDay.Avg) 0.0007
               valid loss 2.480598  auc  0.0000 MAE  0.4408 rmse  0.4566  df(ActivateDay.Avg) 5.2315
     train: epoch 57 loss 0.194970  auc  0.0000 MAE  0.0923 rmse  0.1342  df(ActivateDay.Avg) 0.0015
