{'model_name': 'LR', 'embedding_size': 32, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 5, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=5), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23219,  6088,  3385,  2428,  1947,  1622,  1333,  1032,   853,
         626,   502,   369,   296,   207,   138,    92,    74,    64,
          34,    26,    23,    14,     8,    16])}
      train: epoch 0 loss 0.338708  auc  0.0000 MAE  0.1055 rmse  0.1769  df(ActivateDay.Avg) 0.1262
               valid loss 2.485803  auc  0.0000 MAE  0.4400 rmse  0.4559  df(ActivateDay.Avg) 5.1940
                test loss 6.587173  auc  0.0000 MAE  0.4395 rmse  0.4554  df(ActivateDay.Avg) 5.1399
      train: epoch 1 loss 0.382246  auc  0.0000 MAE  0.1071 rmse  0.1879  df(ActivateDay.Avg) 0.0055
               valid loss 2.454640  auc  0.0000 MAE  0.4392 rmse  0.4572  df(ActivateDay.Avg) 5.1818
      train: epoch 2 loss 0.551343  auc  0.0000 MAE  0.1156 rmse  0.2256  df(ActivateDay.Avg) 0.0051
               valid loss 2.528479  auc  0.0000 MAE  0.4411 rmse  0.4589  df(ActivateDay.Avg) 5.1943
      train: epoch 3 loss 0.360872  auc  0.0000 MAE  0.1063 rmse  0.1826  df(ActivateDay.Avg) 0.0034
               valid loss 2.477601  auc  0.0000 MAE  0.4417 rmse  0.4573  df(ActivateDay.Avg) 5.2160
      train: epoch 4 loss 1.007029  auc  0.0000 MAE  0.1190 rmse  0.3050  df(ActivateDay.Avg) 0.0023
               valid loss 2.483044  auc  0.0000 MAE  0.4418 rmse  0.4576  df(ActivateDay.Avg) 5.2172
      train: epoch 5 loss 0.217897  auc  0.0000 MAE  0.0960 rmse  0.1419  df(ActivateDay.Avg) 0.0028
               valid loss 2.492326  auc  0.0000 MAE  0.4417 rmse  0.4576  df(ActivateDay.Avg) 5.2128
      train: epoch 6 loss 0.349194  auc  0.0000 MAE  0.1042 rmse  0.1796  df(ActivateDay.Avg) 0.0014
               valid loss 2.562793  auc  0.0000 MAE  0.4445 rmse  0.4625  df(ActivateDay.Avg) 5.2151
      train: epoch 7 loss 0.814279  auc  0.0000 MAE  0.1215 rmse  0.2742  df(ActivateDay.Avg) 0.0004
               valid loss 2.484780  auc  0.0000 MAE  0.4409 rmse  0.4568  df(ActivateDay.Avg) 5.2056
      train: epoch 8 loss 0.227396  auc  0.0000 MAE  0.0974 rmse  0.1449  df(ActivateDay.Avg) 0.0017
               valid loss 2.478311  auc  0.0000 MAE  0.4416 rmse  0.4573  df(ActivateDay.Avg) 5.2149
      train: epoch 9 loss 0.300562  auc  0.0000 MAE  0.1021 rmse  0.1666  df(ActivateDay.Avg) 0.0005
               valid loss 2.495743  auc  0.0000 MAE  0.4415 rmse  0.4575  df(ActivateDay.Avg) 5.2087
     train: epoch 10 loss 0.237954  auc  0.0000 MAE  0.0985 rmse  0.1482  df(ActivateDay.Avg) 0.0004
               valid loss 2.501897  auc  0.0000 MAE  0.4414 rmse  0.4576  df(ActivateDay.Avg) 5.2067
     train: epoch 11 loss 0.839697  auc  0.0000 MAE  0.1302 rmse  0.2785  df(ActivateDay.Avg) 0.0011
               valid loss 2.486544  auc  0.0000 MAE  0.4408 rmse  0.4567  df(ActivateDay.Avg) 5.2042
     train: epoch 12 loss 0.221231  auc  0.0000 MAE  0.0959 rmse  0.1429  df(ActivateDay.Avg) 0.0001
               valid loss 2.481671  auc  0.0000 MAE  0.4410 rmse  0.4568  df(ActivateDay.Avg) 5.2070
     train: epoch 13 loss 0.260265  auc  0.0000 MAE  0.0998 rmse  0.1550  df(ActivateDay.Avg) 0.0002
               valid loss 2.516797  auc  0.0000 MAE  0.4422 rmse  0.4590  df(ActivateDay.Avg) 5.2149
     train: epoch 14 loss 0.407558  auc  0.0000 MAE  0.1059 rmse  0.1940  df(ActivateDay.Avg) 0.0013
               valid loss 2.476355  auc  0.0000 MAE  0.4403 rmse  0.4559  df(ActivateDay.Avg) 5.2008
     train: epoch 15 loss 0.390297  auc  0.0000 MAE  0.1060 rmse  0.1899  df(ActivateDay.Avg) 0.0010
               valid loss 2.485317  auc  0.0000 MAE  0.4417 rmse  0.4579  df(ActivateDay.Avg) 5.2119
     train: epoch 16 loss 0.228279  auc  0.0000 MAE  0.0972 rmse  0.1452  df(ActivateDay.Avg) 0.0021
               valid loss 2.488105  auc  0.0000 MAE  0.4419 rmse  0.4577  df(ActivateDay.Avg) 5.2180
     train: epoch 17 loss 0.246367  auc  0.0000 MAE  0.0980 rmse  0.1508  df(ActivateDay.Avg) 0.0026
               valid loss 2.477466  auc  0.0000 MAE  0.4408 rmse  0.4565  df(ActivateDay.Avg) 5.2057
     train: epoch 18 loss 0.263975  auc  0.0000 MAE  0.0996 rmse  0.1561  df(ActivateDay.Avg) 0.0020
               valid loss 2.519051  auc  0.0000 MAE  0.4407 rmse  0.4575  df(ActivateDay.Avg) 5.1946
     train: epoch 19 loss 0.251033  auc  0.0000 MAE  0.0992 rmse  0.1523  df(ActivateDay.Avg) 0.0021
               valid loss 2.492223  auc  0.0000 MAE  0.4411 rmse  0.4580  df(ActivateDay.Avg) 5.2067
     train: epoch 20 loss 0.454172  auc  0.0000 MAE  0.1060 rmse  0.2048  df(ActivateDay.Avg) 0.0007
               valid loss 2.477969  auc  0.0000 MAE  0.4407 rmse  0.4563  df(ActivateDay.Avg) 5.2046
     train: epoch 21 loss 0.239410  auc  0.0000 MAE  0.0974 rmse  0.1487  df(ActivateDay.Avg) 0.0006
               valid loss 2.488053  auc  0.0000 MAE  0.4411 rmse  0.4570  df(ActivateDay.Avg) 5.2075
     train: epoch 22 loss 0.213002  auc  0.0000 MAE  0.0953 rmse  0.1403  df(ActivateDay.Avg) 0.0018
               valid loss 2.486355  auc  0.0000 MAE  0.4421 rmse  0.4580  df(ActivateDay.Avg) 5.2202
     train: epoch 23 loss 0.395763  auc  0.0000 MAE  0.1068 rmse  0.1912  df(ActivateDay.Avg) 0.0013
               valid loss 2.484611  auc  0.0000 MAE  0.4410 rmse  0.4567  df(ActivateDay.Avg) 5.2069
     train: epoch 24 loss 0.195626  auc  0.0000 MAE  0.0928 rmse  0.1344  df(ActivateDay.Avg) 0.0012
