{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 0, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 0, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([12083,  4014,  2446,  1755,  1524,  1283,  1048,   788,   675,
         533,   401,   306,   253,   175,   121,    86,    81,    51,
          31,    23,    21,    10,    10,    10])}
      train: epoch 0 loss 0.135830  MAE  0.1038  rmse  0.1467  df(ActivateDay.Avg) 0.0410
               valid loss 0.036650  MAE  0.0959  rmse  0.1329  df(ActivateDay.Avg) 0.0363
                test loss 0.051983  MAE  0.1668  rmse  0.2242  df(ActivateDay.Avg) 0.5526
      train: epoch 1 loss 0.111312  MAE  0.0954  rmse  0.1339  df(ActivateDay.Avg) 0.0284
               valid loss 0.036753  MAE  0.0917  rmse  0.1340  df(ActivateDay.Avg) 0.1330
      train: epoch 2 loss 0.110768  MAE  0.0948  rmse  0.1336  df(ActivateDay.Avg) 0.0349
               valid loss 0.036152  MAE  0.0905  rmse  0.1326  df(ActivateDay.Avg) 0.1096
                test loss 0.056779  MAE  0.1760  rmse  0.2340  df(ActivateDay.Avg) 0.6148
      train: epoch 3 loss 0.110774  MAE  0.0948  rmse  0.1336  df(ActivateDay.Avg) 0.0379
               valid loss 0.036788  MAE  0.0992  rmse  0.1332  df(ActivateDay.Avg) 0.0901
      train: epoch 4 loss 0.110365  MAE  0.0945  rmse  0.1334  df(ActivateDay.Avg) 0.0365
               valid loss 0.036041  MAE  0.0928  rmse  0.1320  df(ActivateDay.Avg) 0.0111
                test loss 0.053365  MAE  0.1696  rmse  0.2270  df(ActivateDay.Avg) 0.5730
      train: epoch 5 loss 0.110277  MAE  0.0945  rmse  0.1333  df(ActivateDay.Avg) 0.0357
               valid loss 0.036462  MAE  0.0889  rmse  0.1332  df(ActivateDay.Avg) 0.1545
      train: epoch 6 loss 0.110140  MAE  0.0942  rmse  0.1332  df(ActivateDay.Avg) 0.0389
               valid loss 0.036198  MAE  0.0934  rmse  0.1325  df(ActivateDay.Avg) 0.0424
      train: epoch 7 loss 0.110350  MAE  0.0944  rmse  0.1334  df(ActivateDay.Avg) 0.0392
               valid loss 0.036139  MAE  0.0897  rmse  0.1325  df(ActivateDay.Avg) 0.1148
      train: epoch 8 loss 0.110148  MAE  0.0940  rmse  0.1332  df(ActivateDay.Avg) 0.0429
               valid loss 0.036214  MAE  0.0908  rmse  0.1329  df(ActivateDay.Avg) 0.1211
      train: epoch 9 loss 0.109964  MAE  0.0942  rmse  0.1331  df(ActivateDay.Avg) 0.0387
               valid loss 0.036130  MAE  0.0950  rmse  0.1320  df(ActivateDay.Avg) 0.0335
     train: epoch 10 loss 0.109768  MAE  0.0940  rmse  0.1330  df(ActivateDay.Avg) 0.0396
               valid loss 0.035895  MAE  0.0915  rmse  0.1320  df(ActivateDay.Avg) 0.0692
     train: epoch 11 loss 0.109375  MAE  0.0939  rmse  0.1328  df(ActivateDay.Avg) 0.0380
               valid loss 0.036682  MAE  0.0890  rmse  0.1340  df(ActivateDay.Avg) 0.1964
     train: epoch 12 loss 0.109517  MAE  0.0940  rmse  0.1329  df(ActivateDay.Avg) 0.0400
               valid loss 0.035973  MAE  0.0929  rmse  0.1321  df(ActivateDay.Avg) 0.0299
     train: epoch 13 loss 0.109119  MAE  0.0936  rmse  0.1326  df(ActivateDay.Avg) 0.0407
