{'model_name': 'MLP', 'embedding_size': 64, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'deep_layers': [100, 50], 'dropout_p': 0.2, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 6, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=6), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23219,  6088,  3385,  2428,  1947,  1622,  1333,  1032,   853,
         626,   502,   369,   296,   207,   138,    92,    74,    64,
          34,    26,    23,    14,     8,    16])}
      train: epoch 0 loss 0.224947  auc  0.0000 MAE  0.0923 rmse  0.1441  df(ActivateDay.Avg) 0.1650
               valid loss 4.477932  auc  0.0000 MAE  0.0901 rmse  0.1305  df(ActivateDay.Avg) 0.0225
                test loss 12.048153  auc  0.0000 MAE  0.0896 rmse  0.1305  df(ActivateDay.Avg) 0.0417
      train: epoch 1 loss 0.191376  auc  0.0000 MAE  0.0908 rmse  0.1329  df(ActivateDay.Avg) 0.0378
               valid loss 4.360455  auc  0.0000 MAE  0.0883 rmse  0.1267  df(ActivateDay.Avg) 0.0207
                test loss 11.722274  auc  0.0000 MAE  0.0879 rmse  0.1265  df(ActivateDay.Avg) 0.0075
      train: epoch 2 loss 0.182094  auc  0.0000 MAE  0.0900 rmse  0.1297  df(ActivateDay.Avg) 0.0131
               valid loss 4.409963  auc  0.0000 MAE  0.0873 rmse  0.1268  df(ActivateDay.Avg) 0.0056
      train: epoch 3 loss 0.178886  auc  0.0000 MAE  0.0895 rmse  0.1285  df(ActivateDay.Avg) 0.0132
               valid loss 4.397367  auc  0.0000 MAE  0.0871 rmse  0.1260  df(ActivateDay.Avg) 0.0038
                test loss 11.792164  auc  0.0000 MAE  0.0866 rmse  0.1255  df(ActivateDay.Avg) 0.0125
      train: epoch 4 loss 0.177376  auc  0.0000 MAE  0.0894 rmse  0.1280  df(ActivateDay.Avg) 0.0075
               valid loss 4.440950  auc  0.0000 MAE  0.0870 rmse  0.1258  df(ActivateDay.Avg) 0.0545
                test loss 11.897067  auc  0.0000 MAE  0.0866 rmse  0.1253  df(ActivateDay.Avg) 0.0620
      train: epoch 5 loss 0.177406  auc  0.0000 MAE  0.0896 rmse  0.1280  df(ActivateDay.Avg) 0.0093
               valid loss 4.312114  auc  0.0000 MAE  0.0890 rmse  0.1261  df(ActivateDay.Avg) 0.0377
      train: epoch 6 loss 0.177338  auc  0.0000 MAE  0.0896 rmse  0.1280  df(ActivateDay.Avg) 0.0082
               valid loss 4.270198  auc  0.0000 MAE  0.0900 rmse  0.1259  df(ActivateDay.Avg) 0.0573
      train: epoch 7 loss 0.177787  auc  0.0000 MAE  0.0898 rmse  0.1281  df(ActivateDay.Avg) 0.0062
               valid loss 4.494904  auc  0.0000 MAE  0.0861 rmse  0.1264  df(ActivateDay.Avg) 0.0688
      train: epoch 8 loss 0.178022  auc  0.0000 MAE  0.0897 rmse  0.1282  df(ActivateDay.Avg) 0.0100
               valid loss 4.300524  auc  0.0000 MAE  0.0896 rmse  0.1258  df(ActivateDay.Avg) 0.0382
      train: epoch 9 loss 0.177711  auc  0.0000 MAE  0.0897 rmse  0.1281  df(ActivateDay.Avg) 0.0042
               valid loss 4.355639  auc  0.0000 MAE  0.0882 rmse  0.1258  df(ActivateDay.Avg) 0.0086
                test loss 11.665328  auc  0.0000 MAE  0.0877 rmse  0.1252  df(ActivateDay.Avg) 0.0019
     train: epoch 10 loss 0.176857  auc  0.0000 MAE  0.0895 rmse  0.1278  df(ActivateDay.Avg) 0.0069
               valid loss 4.308206  auc  0.0000 MAE  0.0897 rmse  0.1258  df(ActivateDay.Avg) 0.0203
     train: epoch 11 loss 0.177258  auc  0.0000 MAE  0.0897 rmse  0.1279  df(ActivateDay.Avg) 0.0035
               valid loss 4.654641  auc  0.0000 MAE  0.0832 rmse  0.1262  df(ActivateDay.Avg) 0.1517
     train: epoch 12 loss 0.177382  auc  0.0000 MAE  0.0897 rmse  0.1280  df(ActivateDay.Avg) 0.0057
               valid loss 4.474896  auc  0.0000 MAE  0.0860 rmse  0.1259  df(ActivateDay.Avg) 0.0671
     train: epoch 13 loss 0.177443  auc  0.0000 MAE  0.0898 rmse  0.1280  df(ActivateDay.Avg) 0.0037
               valid loss 4.385800  auc  0.0000 MAE  0.0883 rmse  0.1261  df(ActivateDay.Avg) 0.0209
     train: epoch 14 loss 0.177042  auc  0.0000 MAE  0.0897 rmse  0.1279  df(ActivateDay.Avg) 0.0044
               valid loss 4.368517  auc  0.0000 MAE  0.0884 rmse  0.1258  df(ActivateDay.Avg) 0.0122
     train: epoch 15 loss 0.177185  auc  0.0000 MAE  0.0897 rmse  0.1279  df(ActivateDay.Avg) 0.0021
               valid loss 4.486729  auc  0.0000 MAE  0.0862 rmse  0.1260  df(ActivateDay.Avg) 0.0788
     train: epoch 16 loss 0.177440  auc  0.0000 MAE  0.0898 rmse  0.1280  df(ActivateDay.Avg) 0.0041
               valid loss 4.308597  auc  0.0000 MAE  0.0894 rmse  0.1259  df(ActivateDay.Avg) 0.0277
     train: epoch 17 loss 0.177347  auc  0.0000 MAE  0.0898 rmse  0.1280  df(ActivateDay.Avg) 0.0009
               valid loss 4.497971  auc  0.0000 MAE  0.0859 rmse  0.1260  df(ActivateDay.Avg) 0.0859
     train: epoch 18 loss 0.177144  auc  0.0000 MAE  0.0898 rmse  0.1279  df(ActivateDay.Avg) 0.0032
               valid loss 4.204391  auc  0.0000 MAE  0.0916 rmse  0.1261  df(ActivateDay.Avg) 0.0956
     train: epoch 19 loss 0.176929  auc  0.0000 MAE  0.0898 rmse  0.1278  df(ActivateDay.Avg) 0.0006
               valid loss 4.405588  auc  0.0000 MAE  0.0873 rmse  0.1265  df(ActivateDay.Avg) 0.0068
     train: epoch 20 loss 0.176715  auc  0.0000 MAE  0.0897 rmse  0.1277  df(ActivateDay.Avg) 0.0016
               valid loss 4.405165  auc  0.0000 MAE  0.0871 rmse  0.1260  df(ActivateDay.Avg) 0.0214
     train: epoch 21 loss 0.176936  auc  0.0000 MAE  0.0898 rmse  0.1278  df(ActivateDay.Avg) 0.0025
               valid loss 4.453931  auc  0.0000 MAE  0.0862 rmse  0.1261  df(ActivateDay.Avg) 0.0410
     train: epoch 22 loss 0.176909  auc  0.0000 MAE  0.0898 rmse  0.1278  df(ActivateDay.Avg) 0.0006
               valid loss 4.297716  auc  0.0000 MAE  0.0895 rmse  0.1259  df(ActivateDay.Avg) 0.0380
     train: epoch 23 loss 0.176750  auc  0.0000 MAE  0.0898 rmse  0.1278  df(ActivateDay.Avg) 0.0001
               valid loss 4.193429  auc  0.0000 MAE  0.0923 rmse  0.1261  df(ActivateDay.Avg) 0.0953
     train: epoch 24 loss 0.176752  auc  0.0000 MAE  0.0897 rmse  0.1278  df(ActivateDay.Avg) 0.0018
               valid loss 4.228795  auc  0.0000 MAE  0.0909 rmse  0.1260  df(ActivateDay.Avg) 0.0802
     train: epoch 25 loss 0.177003  auc  0.0000 MAE  0.0898 rmse  0.1279  df(ActivateDay.Avg) 0.0002
               valid loss 4.330545  auc  0.0000 MAE  0.0891 rmse  0.1260  df(ActivateDay.Avg) 0.0083
     train: epoch 26 loss 0.176683  auc  0.0000 MAE  0.0898 rmse  0.1277  df(ActivateDay.Avg) 0.0005
               valid loss 4.287489  auc  0.0000 MAE  0.0895 rmse  0.1260  df(ActivateDay.Avg) 0.0494
     train: epoch 27 loss 0.176698  auc  0.0000 MAE  0.0898 rmse  0.1277  df(ActivateDay.Avg) 0.0008
               valid loss 4.240929  auc  0.0000 MAE  0.0906 rmse  0.1263  df(ActivateDay.Avg) 0.0793
