{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 0, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 2, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=2), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([12096,  3995,  2394,  1826,  1504,  1261,  1058,   813,   666,
         522,   412,   318,   252,   174,   121,    82,    75,    50,
          33,    23,    19,    13,     8,    13])}
      train: epoch 0 loss 0.140125  MAE  0.1049  rmse  0.1488  df(ActivateDay.Avg) 0.0619
               valid loss 0.037069  MAE  0.0947  rmse  0.1340  df(ActivateDay.Avg) 0.0354
                test loss 0.054301  MAE  0.1709  rmse  0.2291  df(ActivateDay.Avg) 0.5848
      train: epoch 1 loss 0.110950  MAE  0.0953  rmse  0.1337  df(ActivateDay.Avg) 0.0321
               valid loss 0.037295  MAE  0.0987  rmse  0.1341  df(ActivateDay.Avg) 0.0691
      train: epoch 2 loss 0.110721  MAE  0.0950  rmse  0.1336  df(ActivateDay.Avg) 0.0319
               valid loss 0.036837  MAE  0.0932  rmse  0.1336  df(ActivateDay.Avg) 0.0465
                test loss 0.054826  MAE  0.1725  rmse  0.2300  df(ActivateDay.Avg) 0.5930
      train: epoch 3 loss 0.110654  MAE  0.0948  rmse  0.1335  df(ActivateDay.Avg) 0.0364
               valid loss 0.037532  MAE  0.0955  rmse  0.1343  df(ActivateDay.Avg) 0.0359
      train: epoch 4 loss 0.110212  MAE  0.0945  rmse  0.1333  df(ActivateDay.Avg) 0.0379
               valid loss 0.037032  MAE  0.0949  rmse  0.1338  df(ActivateDay.Avg) 0.0026
      train: epoch 5 loss 0.110390  MAE  0.0945  rmse  0.1334  df(ActivateDay.Avg) 0.0362
               valid loss 0.036941  MAE  0.0957  rmse  0.1334  df(ActivateDay.Avg) 0.0379
                test loss 0.052254  MAE  0.1676  rmse  0.2247  df(ActivateDay.Avg) 0.5596
      train: epoch 6 loss 0.110294  MAE  0.0944  rmse  0.1333  df(ActivateDay.Avg) 0.0392
               valid loss 0.036958  MAE  0.0964  rmse  0.1337  df(ActivateDay.Avg) 0.0104
      train: epoch 7 loss 0.109716  MAE  0.0943  rmse  0.1330  df(ActivateDay.Avg) 0.0364
               valid loss 0.036905  MAE  0.0966  rmse  0.1337  df(ActivateDay.Avg) 0.0054
      train: epoch 8 loss 0.109337  MAE  0.0941  rmse  0.1328  df(ActivateDay.Avg) 0.0363
               valid loss 0.036853  MAE  0.0937  rmse  0.1332  df(ActivateDay.Avg) 0.0037
                test loss 0.053324  MAE  0.1701  rmse  0.2269  df(ActivateDay.Avg) 0.5739
      train: epoch 9 loss 0.109553  MAE  0.0941  rmse  0.1329  df(ActivateDay.Avg) 0.0382
               valid loss 0.036785  MAE  0.0955  rmse  0.1334  df(ActivateDay.Avg) 0.0046
     train: epoch 10 loss 0.109107  MAE  0.0938  rmse  0.1326  df(ActivateDay.Avg) 0.0383
               valid loss 0.038345  MAE  0.1032  rmse  0.1350  df(ActivateDay.Avg) 0.2255
     train: epoch 11 loss 0.109382  MAE  0.0941  rmse  0.1328  df(ActivateDay.Avg) 0.0358
               valid loss 0.036837  MAE  0.0921  rmse  0.1339  df(ActivateDay.Avg) 0.0968
     train: epoch 12 loss 0.108998  MAE  0.0936  rmse  0.1326  df(ActivateDay.Avg) 0.0411
               valid loss 0.036660  MAE  0.0942  rmse  0.1329  df(ActivateDay.Avg) 0.0204
                test loss 0.052100  MAE  0.1679  rmse  0.2244  df(ActivateDay.Avg) 0.5614
     train: epoch 13 loss 0.108602  MAE  0.0937  rmse  0.1323  df(ActivateDay.Avg) 0.0361
               valid loss 0.037365  MAE  0.0997  rmse  0.1339  df(ActivateDay.Avg) 0.1226
     train: epoch 14 loss 0.108570  MAE  0.0936  rmse  0.1323  df(ActivateDay.Avg) 0.0368
               valid loss 0.037015  MAE  0.0901  rmse  0.1339  df(ActivateDay.Avg) 0.1102
     train: epoch 15 loss 0.108848  MAE  0.0935  rmse  0.1325  df(ActivateDay.Avg) 0.0404
               valid loss 0.036597  MAE  0.0943  rmse  0.1332  df(ActivateDay.Avg) 0.0237
     train: epoch 16 loss 0.108267  MAE  0.0935  rmse  0.1321  df(ActivateDay.Avg) 0.0364
               valid loss 0.036781  MAE  0.0911  rmse  0.1338  df(ActivateDay.Avg) 0.1186
     train: epoch 17 loss 0.108352  MAE  0.0934  rmse  0.1322  df(ActivateDay.Avg) 0.0385
               valid loss 0.036672  MAE  0.0913  rmse  0.1335  df(ActivateDay.Avg) 0.1029
     train: epoch 18 loss 0.108287  MAE  0.0934  rmse  0.1321  df(ActivateDay.Avg) 0.0369
               valid loss 0.036979  MAE  0.0968  rmse  0.1332  df(ActivateDay.Avg) 0.0841
     train: epoch 19 loss 0.108567  MAE  0.0933  rmse  0.1323  df(ActivateDay.Avg) 0.0402
               valid loss 0.037030  MAE  0.0928  rmse  0.1341  df(ActivateDay.Avg) 0.0769
     train: epoch 20 loss 0.108159  MAE  0.0932  rmse  0.1320  df(ActivateDay.Avg) 0.0375
               valid loss 0.036684  MAE  0.0960  rmse  0.1333  df(ActivateDay.Avg) 0.0129
     train: epoch 21 loss 0.108254  MAE  0.0932  rmse  0.1321  df(ActivateDay.Avg) 0.0406
               valid loss 0.036731  MAE  0.0943  rmse  0.1334  df(ActivateDay.Avg) 0.0271
     train: epoch 22 loss 0.107925  MAE  0.0931  rmse  0.1319  df(ActivateDay.Avg) 0.0383
               valid loss 0.036607  MAE  0.0944  rmse  0.1332  df(ActivateDay.Avg) 0.0183
     train: epoch 23 loss 0.107866  MAE  0.0932  rmse  0.1319  df(ActivateDay.Avg) 0.0345
               valid loss 0.036530  MAE  0.0913  rmse  0.1331  df(ActivateDay.Avg) 0.0797
     train: epoch 24 loss 0.107922  MAE  0.0930  rmse  0.1319  df(ActivateDay.Avg) 0.0413
               valid loss 0.036557  MAE  0.0934  rmse  0.1328  df(ActivateDay.Avg) 0.0010
                test loss 0.052145  MAE  0.1679  rmse  0.2245  df(ActivateDay.Avg) 0.5613
     train: epoch 25 loss 0.107638  MAE  0.0931  rmse  0.1317  df(ActivateDay.Avg) 0.0354
               valid loss 0.037070  MAE  0.0892  rmse  0.1345  df(ActivateDay.Avg) 0.1877
     train: epoch 26 loss 0.108027  MAE  0.0932  rmse  0.1320  df(ActivateDay.Avg) 0.0390
               valid loss 0.036334  MAE  0.0924  rmse  0.1328  df(ActivateDay.Avg) 0.0571
     train: epoch 27 loss 0.108125  MAE  0.0934  rmse  0.1320  df(ActivateDay.Avg) 0.0401
               valid loss 0.036790  MAE  0.0962  rmse  0.1329  df(ActivateDay.Avg) 0.0782
     train: epoch 28 loss 0.107821  MAE  0.0931  rmse  0.1318  df(ActivateDay.Avg) 0.0376
               valid loss 0.036629  MAE  0.0944  rmse  0.1328  df(ActivateDay.Avg) 0.0272
     train: epoch 29 loss 0.107813  MAE  0.0931  rmse  0.1319  df(ActivateDay.Avg) 0.0388
               valid loss 0.036552  MAE  0.0939  rmse  0.1330  df(ActivateDay.Avg) 0.0195
     train: epoch 30 loss 0.108052  MAE  0.0931  rmse  0.1320  df(ActivateDay.Avg) 0.0403
