{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.2, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 6, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=6), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
      train: epoch 0 loss 0.201267  auc  0.0000 MAE  0.0920 rmse  0.1363  df(ActivateDay.Avg) 0.0937
               valid loss 4.205479  auc  0.0000 MAE  0.0906 rmse  0.1269  df(ActivateDay.Avg) 0.0800
                test loss 11.434706  auc  0.0000 MAE  0.0905 rmse  0.1266  df(ActivateDay.Avg) 0.0639
      train: epoch 1 loss 0.180151  auc  0.0000 MAE  0.0911 rmse  0.1290  df(ActivateDay.Avg) 0.0016
               valid loss 4.499317  auc  0.0000 MAE  0.0851 rmse  0.1267  df(ActivateDay.Avg) 0.1035
                test loss 12.237824  auc  0.0000 MAE  0.0852 rmse  0.1266  df(ActivateDay.Avg) 0.1175
      train: epoch 2 loss 0.179132  auc  0.0000 MAE  0.0910 rmse  0.1286  df(ActivateDay.Avg) 0.0039
               valid loss 3.981467  auc  0.0000 MAE  0.0970 rmse  0.1280  df(ActivateDay.Avg) 0.2286
      train: epoch 3 loss 0.179697  auc  0.0000 MAE  0.0910 rmse  0.1288  df(ActivateDay.Avg) 0.0015
               valid loss 4.241538  auc  0.0000 MAE  0.0912 rmse  0.1271  df(ActivateDay.Avg) 0.0361
      train: epoch 4 loss 0.179515  auc  0.0000 MAE  0.0911 rmse  0.1288  df(ActivateDay.Avg) 0.0021
               valid loss 4.547603  auc  0.0000 MAE  0.0843 rmse  0.1268  df(ActivateDay.Avg) 0.1298
      train: epoch 5 loss 0.178802  auc  0.0000 MAE  0.0910 rmse  0.1285  df(ActivateDay.Avg) 0.0044
               valid loss 4.236728  auc  0.0000 MAE  0.0908 rmse  0.1268  df(ActivateDay.Avg) 0.0404
      train: epoch 6 loss 0.178950  auc  0.0000 MAE  0.0909 rmse  0.1286  df(ActivateDay.Avg) 0.0047
               valid loss 4.369223  auc  0.0000 MAE  0.0878 rmse  0.1265  df(ActivateDay.Avg) 0.0390
                test loss 11.878401  auc  0.0000 MAE  0.0877 rmse  0.1264  df(ActivateDay.Avg) 0.0539
      train: epoch 7 loss 0.178598  auc  0.0000 MAE  0.0909 rmse  0.1284  df(ActivateDay.Avg) 0.0036
               valid loss 4.226290  auc  0.0000 MAE  0.0909 rmse  0.1268  df(ActivateDay.Avg) 0.0479
      train: epoch 8 loss 0.178835  auc  0.0000 MAE  0.0910 rmse  0.1285  df(ActivateDay.Avg) 0.0049
               valid loss 4.303267  auc  0.0000 MAE  0.0887 rmse  0.1263  df(ActivateDay.Avg) 0.0043
                test loss 11.698886  auc  0.0000 MAE  0.0887 rmse  0.1261  df(ActivateDay.Avg) 0.0109
      train: epoch 9 loss 0.178589  auc  0.0000 MAE  0.0909 rmse  0.1284  df(ActivateDay.Avg) 0.0051
               valid loss 4.236561  auc  0.0000 MAE  0.0901 rmse  0.1263  df(ActivateDay.Avg) 0.0494
     train: epoch 10 loss 0.178315  auc  0.0000 MAE  0.0910 rmse  0.1283  df(ActivateDay.Avg) 0.0071
               valid loss 4.422567  auc  0.0000 MAE  0.0864 rmse  0.1265  df(ActivateDay.Avg) 0.0606
     train: epoch 11 loss 0.178532  auc  0.0000 MAE  0.0910 rmse  0.1284  df(ActivateDay.Avg) 0.0063
               valid loss 4.500891  auc  0.0000 MAE  0.0850 rmse  0.1267  df(ActivateDay.Avg) 0.1042
     train: epoch 12 loss 0.178075  auc  0.0000 MAE  0.0910 rmse  0.1282  df(ActivateDay.Avg) 0.0101
               valid loss 4.200026  auc  0.0000 MAE  0.0916 rmse  0.1268  df(ActivateDay.Avg) 0.0638
     train: epoch 13 loss 0.177862  auc  0.0000 MAE  0.0908 rmse  0.1282  df(ActivateDay.Avg) 0.0069
               valid loss 4.173947  auc  0.0000 MAE  0.0917 rmse  0.1266  df(ActivateDay.Avg) 0.0869
     train: epoch 14 loss 0.178671  auc  0.0000 MAE  0.0910 rmse  0.1285  df(ActivateDay.Avg) 0.0060
               valid loss 4.200344  auc  0.0000 MAE  0.0911 rmse  0.1264  df(ActivateDay.Avg) 0.0688
     train: epoch 15 loss 0.178647  auc  0.0000 MAE  0.0910 rmse  0.1284  df(ActivateDay.Avg) 0.0054
               valid loss 4.112135  auc  0.0000 MAE  0.0930 rmse  0.1269  df(ActivateDay.Avg) 0.1347
     train: epoch 16 loss 0.178262  auc  0.0000 MAE  0.0909 rmse  0.1283  df(ActivateDay.Avg) 0.0073
               valid loss 4.241437  auc  0.0000 MAE  0.0903 rmse  0.1264  df(ActivateDay.Avg) 0.0393
     train: epoch 17 loss 0.178294  auc  0.0000 MAE  0.0909 rmse  0.1283  df(ActivateDay.Avg) 0.0060
               valid loss 4.257615  auc  0.0000 MAE  0.0899 rmse  0.1264  df(ActivateDay.Avg) 0.0309
     train: epoch 18 loss 0.178053  auc  0.0000 MAE  0.0909 rmse  0.1282  df(ActivateDay.Avg) 0.0070
               valid loss 4.330131  auc  0.0000 MAE  0.0885 rmse  0.1264  df(ActivateDay.Avg) 0.0152
     train: epoch 19 loss 0.178198  auc  0.0000 MAE  0.0909 rmse  0.1283  df(ActivateDay.Avg) 0.0065
               valid loss 4.209827  auc  0.0000 MAE  0.0911 rmse  0.1265  df(ActivateDay.Avg) 0.0588
     train: epoch 20 loss 0.178183  auc  0.0000 MAE  0.0910 rmse  0.1283  df(ActivateDay.Avg) 0.0097
               valid loss 4.405316  auc  0.0000 MAE  0.0868 rmse  0.1264  df(ActivateDay.Avg) 0.0564
     train: epoch 21 loss 0.177673  auc  0.0000 MAE  0.0908 rmse  0.1281  df(ActivateDay.Avg) 0.0063
               valid loss 4.399659  auc  0.0000 MAE  0.0870 rmse  0.1264  df(ActivateDay.Avg) 0.0538
     train: epoch 22 loss 0.178472  auc  0.0000 MAE  0.0909 rmse  0.1284  df(ActivateDay.Avg) 0.0071
               valid loss 4.246657  auc  0.0000 MAE  0.0903 rmse  0.1265  df(ActivateDay.Avg) 0.0359
     train: epoch 23 loss 0.178251  auc  0.0000 MAE  0.0910 rmse  0.1283  df(ActivateDay.Avg) 0.0074
               valid loss 4.361840  auc  0.0000 MAE  0.0874 rmse  0.1264  df(ActivateDay.Avg) 0.0243
     train: epoch 24 loss 0.178306  auc  0.0000 MAE  0.0909 rmse  0.1283  df(ActivateDay.Avg) 0.0066
               valid loss 4.211814  auc  0.0000 MAE  0.0905 rmse  0.1265  df(ActivateDay.Avg) 0.0682
     train: epoch 25 loss 0.178008  auc  0.0000 MAE  0.0909 rmse  0.1282  df(ActivateDay.Avg) 0.0075
               valid loss 4.352480  auc  0.0000 MAE  0.0891 rmse  0.1273  df(ActivateDay.Avg) 0.0350
