enrollment_id,username,course_id,problem#num,video#num,access#num,wiki#num,discussion#num,navigate#num,page_close#num,all#num
18,b0Hk5D3sJulvyuC4JEm5kvAvOLAxswgQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,4,0,0,0,2,8
26,vcAiZWU2sfUKO0mnfjDwm0iTzACrKr78,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,5,0,0,3,1,10
69,TX9kR82HceJr4Au9oXOB8xgM5CWqEcLn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,1,0,0,0,1,3
73,3OncZU7BUvaKEvQHiFBN6tDW0ljGKx7s,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,15,0,25,0,0,7,15,62
75,gCJybHwzj5IG8eLcBM00cu3kCiCSwLYH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,47,6,38,0,0,11,9,111
81,jZn0klM9Bk084k9gvux7E5DK1oO1FwuJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,0,8,0,0,3,6,19
83,lZHURZFwFLamXhQUkI9XRx59K6BW6H3O,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,3,0,0,1,1,6
90,21Rlji7FpcAaXHEbcI1vwwwes6aWu1wD,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,8,7,16,0,0,1,11,43
94,WhRteuCWesuA83hGdKEVK0Gmm6qSlyiu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,1,2
98,E7Frt6tr6owhsgLSRkD2PqDaTSKmNLId,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,1,1,5
101,Z1BvcrHFnz5lnLSAy2ZEcjcmCxIRFxqE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,12,0,16,0,0,3,0,31
112,jaHWKFBvrvFfPb0Pq50zaMZ2xpeRooXu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,4,0,0,1,1,6
113,C6OkpqYGxZDK55uJrTXLk64MO2W2kN6e,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,4,0,0,0,4,11
119,KJqk2mqO9zObiBFKUIX8SZwFqMDmmXHT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,6,3,5,0,0,0,2,16
123,Shy9JfZYChkNPZbUd2phv97hBmkBol7O,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,21,12,31,0,0,1,20,85
146,vOozpZBIkUfFRn2kOnlBmTcG6g8L7czm,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,3,0,0,1,1,6
148,kMN5uYNaj23K9PVTrdyiL9iDB1lCye57,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,3,17,0,20,2,5,51
166,u4a9xsMW9UMqx1X32x8LQI0FlTLRy0KL,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,29,14,39,0,0,3,22,107
198,fk6M5zvAixRAZUfu4EQXWRUqbHXJ8ozI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,0,0,2
227,sCWjaCdQgPG4luWVibBOMct2SemKMEsA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,8,6,12,0,0,2,5,33
244,62YyUvqhoVODVh7xDWa0xLCH0y5FjlBk,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,6,0,16,0,0,3,8,33
247,zLbIc0VuQIeLT2KYFx2GtdofPWbdNbDb,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,1,6,0,0,1,1,13
250,AijdQPadDK23Ehoii9sNoh4Y5SuiVMSs,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,1,4
252,XtBoCIm5z9rBZf3TSn1HTLGYShbuOpWF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,1,0,0,0,1,3
257,YkREfBnDlxYQaxRY4SP2u9CxRGn95RNs,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,1,6,0,0,0,3,14
267,axZIEjfmM5YCLy6zKJ1oCgA6sjnF68qF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,6,0,0,1,1,8
268,6StS9LZVzD1JCEHdX3B3dgRF2jaHrXuE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,37,0,38,0,0,4,0,79
279,sb9HpqmtQXzy4GRPW42B8uJZV0ROLolv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,5,2,18,0,0,1,9,35
