enrollment_id,username,course_id,problem#num,video#num,access#num,wiki#num,discussion#num,navigate#num,page_close#num,all#num
1,9Uee7oEuuMmgPx2IzPfFkWgkHZyPbWr0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,1,4
12,9tsGjrRgtMZ6V7yrAOyfOQPZHaltDHAp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,4,5,0,0,0,5,14
18,b0Hk5D3sJulvyuC4JEm5kvAvOLAxswgQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,5,0,0,0,0,5
53,W2zRYlzk0ei7cx2ruEYRDHanjAoUayvK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,1,4
74,eoY58NwX7OVcm2sOG1AAgydEA1V5TiLJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,6,18,0,1,1,11,37
75,gCJybHwzj5IG8eLcBM00cu3kCiCSwLYH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,7,0,0,5,1,13
98,E7Frt6tr6owhsgLSRkD2PqDaTSKmNLId,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,3,1,6
104,0K6JPqiivQzicxY4EV4nqMLCL3a08A97,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,3,0,0,0,3,8
120,YE1rovPZph43LumR0tvbOJ2qHlGYgJD3,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,1,2,6,0,9
148,kMN5uYNaj23K9PVTrdyiL9iDB1lCye57,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,9,2,18,0,1,4,5,39
157,5XYE69c4LfrQC3Fl5tLUTFFm57TLZIpn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,10,0,5,0,0,2,0,17
159,FX39OUMp2fc5cOhN2hgQkfpLfm3Fwtwz,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,10,16,47,0,0,8,26,107
162,Ho7uEM7HH6jDYnlCa28KU8YhZ8xXjH83,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,12,0,1,2,1,16
196,5c4hvAeAP4j0yjgcIlRcN5COkgiaReGB,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,14,0,17,0,0,3,1,35
208,ovHCQYr9AN11wjsMSXgrrfZYjnsLRPlt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,1,2,8
234,4t04nGBWJYjsJg1IcTVV8kb0EGtqSYaO,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,34,2,35,0,9,10,0,90
242,a1efNowRcq2gF4IVdG8KeX19HTVYcbsT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,10,1,21,0,0,3,3,38
252,XtBoCIm5z9rBZf3TSn1HTLGYShbuOpWF,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,4,4,0,0,0,4,12
279,sb9HpqmtQXzy4GRPW42B8uJZV0ROLolv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,9,0,0,2,5,19
282,xjNGbneCYQ3VMF43aEOWyxDf9diR3AtT,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,6,11,0,0,1,9,31
297,wZcImUaVVu0y0obZ9FG9GOa1XzNnm2Eu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,3,0,0,1,1,6
298,CQnS7jwlQX4Rzl8yOMxPSUDxrggdVreZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,1,2,8
301,L53uUp7WslejVhIJ4RYix7Ex86wpUTta,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,21,9,35,0,0,2,21,88
304,HPp2Yy992FcBIXDjeQl0bEftbV1QFRDS,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,6,12,0,0,1,9,32
314,lYDEU5rqoabUCkUv6PAp6yXs65jUoINl,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,23,0,14,0,0,3,7,47
327,hPxsCM67DQ94rfwxorx5P1Bjo0HJ8D7R,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,1,2
354,8uj5BEXBBxTUTll0qGJyuZ3wkV321UrE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,5,0,0,2,2,9
371,hgljwkadyj8tF1V5O4BWZsn1KkslZfJg,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,4,0,0,1,1,6
396,DeXBFMw2gAeyvubfiSChyNuLFFPPTQUe,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,14,6,27,0,4,5,16,72
406,Q5TT9BbBEEHAoUusu0FN5puFxLUESsTd,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,10,1,50,0,0,2,1,64
444,rg0l3pUBiAcI46hJhX4wKGO1BvnF85TB,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,8,21,0,0,0,12,41
451,577ktYprp4fFKcrGN7YbSdnNptCPZXYh,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,8,0,2,2,5,19
464,PiJ3gX6gddDaZL8DcE6EIcui1JUSTcfU,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,20,9,18,0,10,2,12,71
469,qEQGNCv0DTznAP1gMwDRVGTAjB8ymoH3,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,1,4
496,QXSmhwMMlZhaTjjWyJS2zLqpzRP9Rt1Q,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,4,19,0,0,8,8,39
516,liwJzfY89vH6Suu2wkUlnIhKdq37S2mz,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,8,0,9,0,0,1,3,21
532,3kfsZtV93tVXeg8YtF9PTasYswVdOeLx,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,1,0,4
594,gZ2gYvgz7lDPt4x4D1QwLPG0Oc7m2kx1,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,0,1
599,ztmaclrddFYSGIsZoWSUrGCZBLNiuvyf,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,9,2,20,0,0,5,2,38
600,D4DD7XVcpX5vu084wxekYARZE70puTms,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,6,0,0,3,2,13
634,YC48MaF6nZi8bMwq1hCBtfeNaEJbPots,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,1,2,6
650,rFNlcv9R1MB7a9yyS8mL06uQ1XrAg75u,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,1,2
677,DBl87nF6WTgoCD6kgTHVE2oB45pDEn6y,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,0,8,0,9,2,2,25
680,JPYss89H6bOQayZsTJD9DoRPpf09cz4N,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,5,0,0,1,4,13
699,1AqYrLJbz9PZKHBAuzq5lApqFhnNtaiX,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,10,0,0,3,5,18
709,UpJrRBQ59x3Gn5L7s007cXh7Wi1pgqj5,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,6,5,10,0,0,2,7,30
717,e4CQP0l4IL3HFUHMsZwMHwtF7NZMH4UO,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,0,1
734,7vVoguLHBotTPNxG7bgL995Ws6lBPkeI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,5,0,0,1,4,13
736,cUOnoX2QRr4CpGrfLgbeTBtpxUexUKFj,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,6,8,0,0,2,7,23
742,cC5MlOntUYDAlUKOkot7EOv5bj4NVtho,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,2,2,7
757,sps1bPA7Igd2SusjEvRlJ6R0C6ENlLA8,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,51,18,42,0,0,7,27,145
761,CppulzTCJRfKKKG0UKVWgPKyZoFp8sVn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,6,0,0,1,1,8
774,5FyuqGttI1qLZu7j0r3sF8sgPJsmZlvt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,7,29,0,0,1,19,58
775,Dwgyn57j7JvDHjEDGHgRWIcmb2GmEuIB,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,1,1,3
788,lLz9WbehghUNLRABDjzrIp7BjBkWjoW9,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,0,6,0,0,2,3,13
858,1eR532KvihOWCrlFgRH6WOHtkLSsyMIL,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,11,0,0,1,0,12
878,gTt3lA4MW5cEbp74oW14sUML9iRRzMOY,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,1,0,4
890,JnhPqAOFLEpgEufKhwt0tmkUNhkNteVd,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,2,1,6
899,cCe18XtNIcKNtLnVBo3YnOFm454CRqXV,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,2,0,4
923,dGqImSq9UHavQbhAMWmMoDizcuOefX1Y,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,3,0,0,1,0,4
940,EfoxsYvaiqTPtWZL7NNMHTBPpoZQt5UK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,30,7,52,0,0,3,36,128
945,XcSZ84ea2tAeDSB4N0Lqo0vzJGI8kn11,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,15,1,45,0,0,2,2,65
965,JKdQMqi4dha8K2v4FbAwEfzazmC4IqdJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,10,0,12,0,0,0,0,22
978,kzGkm2MYo0g4V6F4dzAEUMmDeVLG39Wc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,3,14,0,0,1,3,25
1000,JQVJEgOcL8lOPq9QqGxWJ7NUVC20wQ1o,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,16,3,12,0,0,2,9,42
1001,YDtKs2neAhYfyKRT0faoOJ2AMlnVXutI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,0,3
1028,5veZ6xRUiuZvoK7jObyhZU0X1eoLbhpg,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,11,4,15,0,0,2,9,41
1033,zbo4VA8cn0SLyzxQDloGP8DAw8YZPTeb,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,11,0,11,1,0,4,0,27
1069,b8Yr7iCLkTfvSkVyYhPqbZcUd0knvIc7,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,4,0,0,0,0,4
1078,4pEXaz47maZK4QpCDhi4NEdGNfb1ytRK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,2,3,10
1091,V2x3aryl9UEOOA9YqVFbOW3AEmLe65no,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,5,0,0,2,4,14
1096,erDgXJOtYMWq3DbmDGyxl8sIhvZ9oKFE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,6,0,2,1,2,13
1137,lDSTfkf95kZIJbLhDI8QICIgKjWMY8Jm,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,4,0,0,1,2,7
1142,Jz04qyBCm2woE8Eto0amXfXkD9bJTLdP,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,1,2,8
1144,81lJT3F2fPa9QkCp8pe9hQda3s6sqwFw,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,0,2,4
1170,aHCre1BatLrM7m1x9Ls2o4DSUhyupSqA,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,9,13,0,0,1,12,35
1192,csabQw56KHpZNYp02nxaHnauraELwoRr,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,3,0,3
1212,QeJMYd11is6DqiF8uVkla2ZwnHb26tuu,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,1,0,1
1280,9XVTW4FNY4jInmcKusaUOX64RfPNdTGx,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,6,0,0,0,2,9
1287,SEFp2kFXkDxk2WYFYUVvXUAWq2SXn3iM,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,4,0,0,2,2,8
1292,qyBwDYg7RMnUsQNcIyPA58C33IqN68sY,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,1,0,1
1299,iB748iMdSbtmyrMO14LQdB47AdVKNMEn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,5,0,0,1,3,10
1301,8GviCiXmVceLeM40QxpeI7gujSQXuHBp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,14,4,14,0,0,2,7,41
1306,a4d8poA6fdtde9sl5cr4sPs7nSRdaWEG,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,1,0,3
1316,Af07f2LCA0UtxyCz9sWVcWDUajrKSeCR,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,9,2,7,0,0,1,5,24
1318,T6lJMwNIVHZiShXC2FiLzuiG8wkuUByo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,14,0,27,0,1,2,8,52
1331,vW1hq7ga949jgc6nVo5l5lEwcSluRQhk,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,0,0,2
1351,baUGx23kuJNcET1gwEzYOJDSBc11ZAPC,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,11,15,0,0,1,14,41
1352,ECwlFR04XsI0QA4GFLtiRNhTDQAgwSon,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,7,0,0,1,1,9
1357,r9bGWGrWMf3J6FwcmLQi1n8dH9eNryf8,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,14,7,18,1,4,6,13,63
1372,Kz6K6z23IR5iIJQ4XcCMsgow7l0GTY10,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,1,0,0,0,0,1
1373,nn90LdAXsaqAiLJ6dpVIU3yqvC16WFam,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,6,3,11,0,0,2,6,28
1376,r9Iw8qv5Gd0slmKCVr3aUz7TALROG0cf,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,0,0,0,0,1,2
1377,CJhqdTUUI9IhUemITUcGqZ2FNfX5tFcn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,53,29,107,2,3,15,76,285
1387,I7SMJxS9BMRBo96pqlifhJyOLMOGmnR1,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,44,0,68,0,2,3,2,119
1389,mdnzRWSxWx4O3WB6oVwa7wdMk6MrICQL,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,0,1,3
1397,McOyhS0PfsL4y5gV5eu7jcbLPssYjbCI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,8,5,15,0,0,2,11,41
1423,OJKY8p3tPjOz2vn3po3VYQ5aGVwo1iOY,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,15,8,45,0,0,4,2,74
1430,ruwnHk198MHxjDd6rXeh37aCZYBDShn1,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,38,1,42,0,4,6,4,95
1440,9JeL7tgnIZOgdZSlSf2iznMdgXHHfyfp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,24,4,23,0,0,0,3,54
1446,36GRXkIW2SpIWQz7gvMq2JRXacytqSzV,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,11,12,25,0,4,6,19,77
1457,wfyGhtXQXfiz6Xnx0YIucq6EMEmHdLu2,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,6,8,26,0,3,7,17,67
1466,deyHxZCSnbOOBNn0nTKFDTQch61Kl3JD,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,2,6,0,0,2,5,19
1468,GSXwRr8l3xlLHwsqF0XCbFlWgMicoTmO,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,0,1,1
1473,heRwZ8VJR6cu3BCYzp9AIS2iRDQabi4F,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,12,6,47,0,23,5,21,114
1496,lyiHimyRTmbEBQaake1CX57FPbeEdAIE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,4,17,0,0,4,7,32
1497,bWklEyYoSpuuB2ZTCwBPrnaJDLkOGTMp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,5,0,0,0,1,9
1506,H1E6Aw39EmMp8je1DYik3fm8UXXnEeKl,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,1,1,7
1519,10dI089ifKGEZJKWEDOvsQaqZrlkbCMN,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,6,0,0,1,0,7
1545,BDJ9CXVdansiJ46OIkKxNQAJEhQA3fCC,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,4,6,1,1,9,4,25
1550,3ZN5DZTBRBfHyxjRGaUvdauPSEAdOd1I,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,7,22,0,7,6,15,59
1579,Lzs0edUgRxdb15ApFEVZOqsix07sTtCq,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,2,4,0,0,1,1,8
1585,k3YRNSEUtBfnCzCI2ffYAi1qqoCc9d8W,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,5,0,0,2,1,9
1602,DCAefAuZe1JM3PrpfBV53ZkHH3hoZEsh,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,2,0,0,0,0,2
1606,DohoVL8W1M5YthT82aOgWJpIVoNOrbZJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,6,1,0,7
1622,Qp1Xo2Tjb9l4TYEvEGgXEHYMLHcPT9gq,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,4,1,41,0,0,1,1,48
1633,LXtNzPkDBqtSnp1OwnVrYwkT8l023RwV,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,0,0,0,0,1,2
1634,IoRV5TpcdKhZJRqG1bMLnCMnZs1dpZgN,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,5,0,0,1,1,7
1640,prctO66liDrlGVTKAk1UIHOjT2rY6cZg,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,20,7,18,0,0,0,13,58
1648,rrQbAPV4QBpP2BW10bzZtz96beXLch00,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,3,11,0,0,3,5,24
1649,mYdXSB0JBU4gh9YtGNl8jyuQex0ksxWm,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,3,12,0,0,0,7,24
1654,dIopyk7eN7utmmbDdsk2JIW9Z0tySqPS,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,8,0,0,2,1,12
1660,9eEMxCokZ7UC5bLHD0wN1UDKTYDHrIeZ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,1,4,0,0,2,1,8
1673,YRDulTOgIWgR8cFwTAVhhuxX46WtWav7,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,6,0,0,1,1,8
1677,0XkWdOrszvLHfOAiz41vzdHNx25DrTO5,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,17,11,21,0,0,1,16,66
1733,Ny7zu4hYwfweg5hAGOKR9yZYG5AOK0rt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,2,8,32,0,0,7,21,70
1747,fplWgniwUgN4KmFgzS6lXewXMtPA04bP,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,7,13,0,0,2,9,31
1753,CDCTqHznX5R63I7YAMZ2YUszP79UKqmC,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,5,0,0,2,2,9
1754,AZZvRPcRkLSa6vwofzfwsEULTUhiKy0E,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,3,29,0,0,4,9,45
1792,S0OJjF6aof0iTnIX6lUAxekoH3m4w7V0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,0,0,0,0,1,0,1
1794,sMrUw2AxZ0YWz20SsJtMPiP83vxb6oKS,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0,5,10,0,0,3,5,23
1800,QNu5Cram58PkTi2gGHeEBzTnepr0jIPb,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,20,0,23,0,0,1,12,56
