user_id,day_id,all#num,0#num,1#num,2#num,3#num,4#num,5#num,register_type,device_type
218,26,37,37,0,0,0,0,0,1,1144
225,26,3,3,0,0,0,0,0,1,582
250,26,6,6,0,0,0,0,0,2,10
420,26,22,21,0,1,0,0,0,2,9
555,26,70,69,1,0,0,0,0,0,10
581,26,124,122,0,2,0,0,0,1,0
662,26,15,15,0,0,0,0,0,1,712
711,26,19,18,1,0,0,0,0,1,16
1025,26,7,7,0,0,0,0,0,0,14
1039,26,166,166,0,0,0,0,0,1,13
1116,26,49,47,1,1,0,0,0,2,7
1340,26,49,47,2,0,0,0,0,5,10
1506,26,152,152,0,0,0,0,0,2,213
1773,26,3,3,0,0,0,0,0,1,21
2068,26,69,55,13,1,0,0,0,1,35
2083,26,188,184,0,4,0,0,0,1,0
2223,26,26,26,0,0,0,0,0,1,86
2276,26,3,3,0,0,0,0,0,0,14
2426,26,275,265,9,1,0,0,0,1,14
2811,26,49,48,0,1,0,0,0,0,31
2914,26,12,12,0,0,0,0,0,0,23
2941,26,60,49,10,1,0,0,0,2,35
3181,26,15,12,2,1,0,0,0,2,8
3197,26,106,104,0,2,0,0,0,0,5
3465,26,5,5,0,0,0,0,0,0,335
3475,26,416,416,0,0,0,0,0,2,138
3952,26,1,1,0,0,0,0,0,2,553
3993,26,47,44,1,2,0,0,0,2,0
3998,26,46,44,2,0,0,0,0,2,15
4278,26,217,216,0,1,0,0,0,1,119
4328,26,175,174,0,0,1,0,0,1,103
4476,26,171,171,0,0,0,0,0,1,575
4527,26,23,23,0,0,0,0,0,0,206
4727,26,92,90,2,0,0,0,0,1,418
4766,26,2,2,0,0,0,0,0,1,4
4955,26,122,121,0,0,1,0,0,1,141
4965,26,153,148,1,4,0,0,0,2,158
4980,26,3,3,0,0,0,0,0,1,17
5114,26,4,3,1,0,0,0,0,0,173
5241,26,3,2,1,0,0,0,0,0,17
5498,26,48,42,2,4,0,0,0,0,2
5527,26,138,138,0,0,0,0,0,1,377
5630,26,6,5,1,0,0,0,0,1,99
6019,26,7,7,0,0,0,0,0,1,139
6238,26,2,1,1,0,0,0,0,1,9
6329,26,93,93,0,0,0,0,0,0,220
6376,26,666,663,1,2,0,0,0,0,261
6392,26,8,6,2,0,0,0,0,1,67
6406,26,46,46,0,0,0,0,0,1,2404
6490,26,12,12,0,0,0,0,0,1,23
6558,26,3,3,0,0,0,0,0,0,6
6622,26,115,115,0,0,0,0,0,1,32
6712,26,75,74,0,1,0,0,0,1,3
7151,26,88,88,0,0,0,0,0,0,0
7167,26,72,72,0,0,0,0,0,2,2
7347,26,126,126,0,0,0,0,0,0,175
7348,26,373,372,1,0,0,0,0,0,21
7467,26,183,182,1,0,0,0,0,0,163
7698,26,87,86,0,1,0,0,0,2,8
7722,26,204,204,0,0,0,0,0,2,7
7732,26,87,87,0,0,0,0,0,0,42
7746,26,29,20,2,7,0,0,0,0,84
7764,26,3,2,1,0,0,0,0,1,126
7819,26,50,40,9,1,0,0,0,0,176
7982,26,337,326,10,1,0,0,0,2,523
8145,26,46,45,1,0,0,0,0,2,28
8226,26,35,35,0,0,0,0,0,0,73
8255,26,3,3,0,0,0,0,0,0,16
8339,26,303,303,0,0,0,0,0,0,5
9003,26,60,59,0,0,1,0,0,0,13
9012,26,106,106,0,0,0,0,0,1,16
9117,26,3,3,0,0,0,0,0,2,13106
9327,26,321,208,113,0,0,0,0,2,152
9434,26,126,125,0,1,0,0,0,0,101
9533,26,277,272,3,2,0,0,0,0,446
9587,26,24,24,0,0,0,0,0,0,236
9902,26,63,63,0,0,0,0,0,1,9
9994,26,158,158,0,0,0,0,0,0,298
10098,26,43,42,0,0,1,0,0,0,8
10130,26,24,24,0,0,0,0,0,1,11
10237,26,25,25,0,0,0,0,0,2,85
10282,26,180,179,0,1,0,0,0,2,68
10300,26,142,142,0,0,0,0,0,1,16
10688,26,92,92,0,0,0,0,0,0,65
10755,26,70,70,0,0,0,0,0,1,22
10879,26,11,10,1,0,0,0,0,0,22
11003,26,88,88,0,0,0,0,0,0,31
11077,26,3,3,0,0,0,0,0,1,8
11239,26,27,20,3,0,4,0,0,1,968
11331,26,65,65,0,0,0,0,0,0,14
11344,26,124,116,4,0,4,0,0,1,1058
11385,26,764,761,3,0,0,0,0,0,24
11447,26,40,37,0,3,0,0,0,0,59
11800,26,512,460,23,7,22,0,0,0,1995
11945,26,6,6,0,0,0,0,0,2,34
12073,26,392,389,0,3,0,0,0,1,8
12166,26,156,153,2,1,0,0,0,2,9
12308,26,3,3,0,0,0,0,0,1,124
12379,26,160,157,3,0,0,0,0,0,153
12484,26,392,358,5,29,0,0,0,0,21
12708,26,120,117,0,3,0,0,0,0,161
12798,26,44,40,4,0,0,0,0,0,149
12807,26,114,111,3,0,0,0,0,1,96
12828,26,88,88,0,0,0,0,0,0,46
12829,26,15,15,0,0,0,0,0,2,56
12890,26,1,1,0,0,0,0,0,0,211
12891,26,14,12,1,0,0,0,1,5,266
12893,26,11,11,0,0,0,0,0,0,156
12968,26,273,266,5,2,0,0,0,0,11
12994,26,30,30,0,0,0,0,0,0,183
13146,26,14,14,0,0,0,0,0,0,10
