{'model_name': 'RNN', 'input_size': 7, 'hidden_size': 64, 'seed': 3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 5, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 2, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=2), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'day_numpy_train': array([23273,  6098,  3348,  2442,  1930,  1635,  1322,  1028,   842,
         639,   485,   370,   288,   199,   134,   100,    81,    57,
          37,    27,    24,    16,    10,    11])}
      train: epoch 0 loss 0.194036  auc  0.0000 MAE  0.0945 rmse  0.1339  df(ActivateDay.Avg) 0.1385
               valid loss 4.101511  auc  0.0000 MAE  0.0911 rmse  0.1221  df(ActivateDay.Avg) 0.1313
                test loss 10.920562  auc  0.0000 MAE  0.0908 rmse  0.1220  df(ActivateDay.Avg) 0.1349
      train: epoch 1 loss 0.163017  auc  0.0000 MAE  0.0872 rmse  0.1227  df(ActivateDay.Avg) 0.0530
               valid loss 4.419767  auc  0.0000 MAE  0.0823 rmse  0.1208  df(ActivateDay.Avg) 0.0610
                test loss 11.769884  auc  0.0000 MAE  0.0821 rmse  0.1206  df(ActivateDay.Avg) 0.0558
      train: epoch 2 loss 0.162202  auc  0.0000 MAE  0.0862 rmse  0.1224  df(ActivateDay.Avg) 0.0409
               valid loss 4.328620  auc  0.0000 MAE  0.0840 rmse  0.1207  df(ActivateDay.Avg) 0.0071
                test loss 11.529393  auc  0.0000 MAE  0.0838 rmse  0.1206  df(ActivateDay.Avg) 0.0017
      train: epoch 3 loss 0.162167  auc  0.0000 MAE  0.0863 rmse  0.1224  df(ActivateDay.Avg) 0.0444
               valid loss 4.070940  auc  0.0000 MAE  0.0912 rmse  0.1220  df(ActivateDay.Avg) 0.1471
      train: epoch 4 loss 0.161554  auc  0.0000 MAE  0.0861 rmse  0.1221  df(ActivateDay.Avg) 0.0416
               valid loss 4.025127  auc  0.0000 MAE  0.0894 rmse  0.1217  df(ActivateDay.Avg) 0.2012
      train: epoch 5 loss 0.162018  auc  0.0000 MAE  0.0861 rmse  0.1223  df(ActivateDay.Avg) 0.0416
               valid loss 4.161170  auc  0.0000 MAE  0.0860 rmse  0.1206  df(ActivateDay.Avg) 0.1063
                test loss 11.088089  auc  0.0000 MAE  0.0858 rmse  0.1205  df(ActivateDay.Avg) 0.1125
      train: epoch 6 loss 0.160987  auc  0.0000 MAE  0.0859 rmse  0.1219  df(ActivateDay.Avg) 0.0442
               valid loss 4.317096  auc  0.0000 MAE  0.0829 rmse  0.1198  df(ActivateDay.Avg) 0.0059
                test loss 11.500301  auc  0.0000 MAE  0.0827 rmse  0.1199  df(ActivateDay.Avg) 0.0129
      train: epoch 7 loss 0.161591  auc  0.0000 MAE  0.0861 rmse  0.1222  df(ActivateDay.Avg) 0.0424
               valid loss 4.696009  auc  0.0000 MAE  0.0792 rmse  0.1221  df(ActivateDay.Avg) 0.2076
      train: epoch 8 loss 0.161205  auc  0.0000 MAE  0.0860 rmse  0.1220  df(ActivateDay.Avg) 0.0440
               valid loss 4.405753  auc  0.0000 MAE  0.0827 rmse  0.1204  df(ActivateDay.Avg) 0.0630
