{'model_name': 'LR', 'embedding_size': 32, 'seed': 3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 5, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 4, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=4), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23273,  6098,  3348,  2442,  1930,  1635,  1322,  1028,   842,
         639,   485,   370,   288,   199,   134,   100,    81,    57,
          37,    27,    24,    16,    10,    11])}
      train: epoch 0 loss 0.846766  auc  0.0000 MAE  0.1376 rmse  0.2796  df(ActivateDay.Avg) 0.1451
               valid loss 2.511479  auc  0.0000 MAE  0.4427 rmse  0.4597  df(ActivateDay.Avg) 5.1550
                test loss 6.670914  auc  0.0000 MAE  0.4426 rmse  0.4595  df(ActivateDay.Avg) 5.1645
      train: epoch 1 loss 0.465989  auc  0.0000 MAE  0.1148 rmse  0.2074  df(ActivateDay.Avg) 0.0060
               valid loss 2.461921  auc  0.0000 MAE  0.4392 rmse  0.4549  df(ActivateDay.Avg) 5.1306
                test loss 6.544137  auc  0.0000 MAE  0.4393 rmse  0.4550  df(ActivateDay.Avg) 5.1398
      train: epoch 2 loss 0.863838  auc  0.0000 MAE  0.1361 rmse  0.2824  df(ActivateDay.Avg) 0.0011
               valid loss 2.469810  auc  0.0000 MAE  0.4391 rmse  0.4551  df(ActivateDay.Avg) 5.1262
      train: epoch 3 loss 0.678929  auc  0.0000 MAE  0.1270 rmse  0.2504  df(ActivateDay.Avg) 0.0018
               valid loss 2.486585  auc  0.0000 MAE  0.4405 rmse  0.4576  df(ActivateDay.Avg) 5.1302
      train: epoch 4 loss 0.697627  auc  0.0000 MAE  0.1268 rmse  0.2538  df(ActivateDay.Avg) 0.0017
               valid loss 2.480336  auc  0.0000 MAE  0.4400 rmse  0.4561  df(ActivateDay.Avg) 5.1336
      train: epoch 5 loss 0.778318  auc  0.0000 MAE  0.1180 rmse  0.2681  df(ActivateDay.Avg) 0.0005
               valid loss 2.502103  auc  0.0000 MAE  0.4413 rmse  0.4598  df(ActivateDay.Avg) 5.1330
      train: epoch 6 loss 2.118350  auc  0.0000 MAE  0.1643 rmse  0.4423  df(ActivateDay.Avg) 0.0031
               valid loss 2.486024  auc  0.0000 MAE  0.4405 rmse  0.4566  df(ActivateDay.Avg) 5.1420
      train: epoch 7 loss 0.244241  auc  0.0000 MAE  0.0931 rmse  0.1502  df(ActivateDay.Avg) 0.0001
               valid loss 2.476224  auc  0.0000 MAE  0.4405 rmse  0.4562  df(ActivateDay.Avg) 5.1435
      train: epoch 8 loss 0.550914  auc  0.0000 MAE  0.1116 rmse  0.2256  df(ActivateDay.Avg) 0.0013
               valid loss 2.493762  auc  0.0000 MAE  0.4407 rmse  0.4571  df(ActivateDay.Avg) 5.1414
      train: epoch 9 loss 0.509516  auc  0.0000 MAE  0.1133 rmse  0.2169  df(ActivateDay.Avg) 0.0001
               valid loss 2.523117  auc  0.0000 MAE  0.4421 rmse  0.4595  df(ActivateDay.Avg) 5.1477
     train: epoch 10 loss 0.708051  auc  0.0000 MAE  0.1270 rmse  0.2557  df(ActivateDay.Avg) 0.0002
               valid loss 2.478589  auc  0.0000 MAE  0.4401 rmse  0.4561  df(ActivateDay.Avg) 5.1336
     train: epoch 11 loss 0.245195  auc  0.0000 MAE  0.0956 rmse  0.1505  df(ActivateDay.Avg) 0.0015
               valid loss 2.487783  auc  0.0000 MAE  0.4393 rmse  0.4555  df(ActivateDay.Avg) 5.1275
     train: epoch 12 loss 0.642274  auc  0.0000 MAE  0.1167 rmse  0.2435  df(ActivateDay.Avg) 0.0036
               valid loss 2.461537  auc  0.0000 MAE  0.4400 rmse  0.4556  df(ActivateDay.Avg) 5.1401
     train: epoch 13 loss 0.825728  auc  0.0000 MAE  0.1185 rmse  0.2761  df(ActivateDay.Avg) 0.0038
               valid loss 2.488274  auc  0.0000 MAE  0.4409 rmse  0.4572  df(ActivateDay.Avg) 5.1307
     train: epoch 14 loss 0.255570  auc  0.0000 MAE  0.0940 rmse  0.1536  df(ActivateDay.Avg) 0.0000
               valid loss 2.463644  auc  0.0000 MAE  0.4387 rmse  0.4542  df(ActivateDay.Avg) 5.1239
                test loss 6.541586  auc  0.0000 MAE  0.4393 rmse  0.4546  df(ActivateDay.Avg) 5.1393
     train: epoch 15 loss 0.334685  auc  0.0000 MAE  0.0956 rmse  0.1758  df(ActivateDay.Avg) 0.0013
               valid loss 2.526662  auc  0.0000 MAE  0.4402 rmse  0.4578  df(ActivateDay.Avg) 5.1230
     train: epoch 16 loss 0.558606  auc  0.0000 MAE  0.1173 rmse  0.2271  df(ActivateDay.Avg) 0.0014
               valid loss 2.454819  auc  0.0000 MAE  0.4393 rmse  0.4553  df(ActivateDay.Avg) 5.1255
     train: epoch 17 loss 0.208247  auc  0.0000 MAE  0.0915 rmse  0.1387  df(ActivateDay.Avg) 0.0018
               valid loss 2.477941  auc  0.0000 MAE  0.4402 rmse  0.4560  df(ActivateDay.Avg) 5.1403
     train: epoch 18 loss 0.242696  auc  0.0000 MAE  0.0951 rmse  0.1497  df(ActivateDay.Avg) 0.0001
               valid loss 2.470435  auc  0.0000 MAE  0.4397 rmse  0.4553  df(ActivateDay.Avg) 5.1338
     train: epoch 19 loss 0.305898  auc  0.0000 MAE  0.1015 rmse  0.1681  df(ActivateDay.Avg) 0.0007
               valid loss 2.482358  auc  0.0000 MAE  0.4403 rmse  0.4563  df(ActivateDay.Avg) 5.1392
     train: epoch 20 loss 0.742010  auc  0.0000 MAE  0.1128 rmse  0.2618  df(ActivateDay.Avg) 0.0010
               valid loss 2.486903  auc  0.0000 MAE  0.4403 rmse  0.4564  df(ActivateDay.Avg) 5.1401
     train: epoch 21 loss 0.189337  auc  0.0000 MAE  0.0888 rmse  0.1322  df(ActivateDay.Avg) 0.0010
               valid loss 2.467280  auc  0.0000 MAE  0.4390 rmse  0.4546  df(ActivateDay.Avg) 5.1285
     train: epoch 22 loss 0.298299  auc  0.0000 MAE  0.0954 rmse  0.1660  df(ActivateDay.Avg) 0.0008
               valid loss 2.485726  auc  0.0000 MAE  0.4394 rmse  0.4555  df(ActivateDay.Avg) 5.1276
     train: epoch 23 loss 0.489016  auc  0.0000 MAE  0.1049 rmse  0.2125  df(ActivateDay.Avg) 0.0004
               valid loss 2.463875  auc  0.0000 MAE  0.4383 rmse  0.4538  df(ActivateDay.Avg) 5.1180
                test loss 6.538137  auc  0.0000 MAE  0.4390 rmse  0.4543  df(ActivateDay.Avg) 5.1345
     train: epoch 24 loss 0.213710  auc  0.0000 MAE  0.0911 rmse  0.1405  df(ActivateDay.Avg) 0.0010
               valid loss 2.473105  auc  0.0000 MAE  0.4392 rmse  0.4549  df(ActivateDay.Avg) 5.1286
     train: epoch 25 loss 0.188779  auc  0.0000 MAE  0.0889 rmse  0.1320  df(ActivateDay.Avg) 0.0004
               valid loss 2.477029  auc  0.0000 MAE  0.4396 rmse  0.4554  df(ActivateDay.Avg) 5.1328
     train: epoch 26 loss 0.289719  auc  0.0000 MAE  0.0958 rmse  0.1636  df(ActivateDay.Avg) 0.0015
               valid loss 2.459263  auc  0.0000 MAE  0.4394 rmse  0.4553  df(ActivateDay.Avg) 5.1342
     train: epoch 27 loss 0.304349  auc  0.0000 MAE  0.0965 rmse  0.1677  df(ActivateDay.Avg) 0.0031
               valid loss 2.481486  auc  0.0000 MAE  0.4392 rmse  0.4551  df(ActivateDay.Avg) 5.1264
     train: epoch 28 loss 0.509215  auc  0.0000 MAE  0.1031 rmse  0.2169  df(ActivateDay.Avg) 0.0017
               valid loss 2.470193  auc  0.0000 MAE  0.4396 rmse  0.4552  df(ActivateDay.Avg) 5.1333
     train: epoch 29 loss 0.219100  auc  0.0000 MAE  0.0905 rmse  0.1422  df(ActivateDay.Avg) 0.0004
               valid loss 2.478130  auc  0.0000 MAE  0.4399 rmse  0.4557  df(ActivateDay.Avg) 5.1356
     train: epoch 30 loss 0.245453  auc  0.0000 MAE  0.0924 rmse  0.1506  df(ActivateDay.Avg) 0.0010
               valid loss 2.468812  auc  0.0000 MAE  0.4408 rmse  0.4563  df(ActivateDay.Avg) 5.1467
