{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.2, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 5, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 0, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23219,  6088,  3385,  2428,  1947,  1622,  1333,  1032,   853,
         626,   502,   369,   296,   207,   138,    92,    74,    64,
          34,    26,    23,    14,     8,    16])}
      train: epoch 0 loss 0.190994  auc  0.0000 MAE  0.0873 rmse  0.1328  df(ActivateDay.Avg) 0.1346
               valid loss 4.074370  auc  0.0000 MAE  0.0903 rmse  0.1220  df(ActivateDay.Avg) 0.1434
                test loss 10.887283  auc  0.0000 MAE  0.0902 rmse  0.1219  df(ActivateDay.Avg) 0.1416
      train: epoch 1 loss 0.163947  auc  0.0000 MAE  0.0857 rmse  0.1230  df(ActivateDay.Avg) 0.0108
               valid loss 4.192993  auc  0.0000 MAE  0.0862 rmse  0.1214  df(ActivateDay.Avg) 0.0782
                test loss 11.198568  auc  0.0000 MAE  0.0862 rmse  0.1213  df(ActivateDay.Avg) 0.0797
      train: epoch 2 loss 0.163201  auc  0.0000 MAE  0.0853 rmse  0.1228  df(ActivateDay.Avg) 0.0074
               valid loss 4.338252  auc  0.0000 MAE  0.0835 rmse  0.1209  df(ActivateDay.Avg) 0.0189
                test loss 11.590158  auc  0.0000 MAE  0.0834 rmse  0.1207  df(ActivateDay.Avg) 0.0183
      train: epoch 3 loss 0.162527  auc  0.0000 MAE  0.0853 rmse  0.1225  df(ActivateDay.Avg) 0.0105
               valid loss 3.847417  auc  0.0000 MAE  0.0963 rmse  0.1237  df(ActivateDay.Avg) 0.3217
      train: epoch 4 loss 0.162670  auc  0.0000 MAE  0.0853 rmse  0.1226  df(ActivateDay.Avg) 0.0105
               valid loss 4.306085  auc  0.0000 MAE  0.0839 rmse  0.1208  df(ActivateDay.Avg) 0.0025
                test loss 11.500120  auc  0.0000 MAE  0.0839 rmse  0.1207  df(ActivateDay.Avg) 0.0038
      train: epoch 5 loss 0.161610  auc  0.0000 MAE  0.0853 rmse  0.1222  df(ActivateDay.Avg) 0.0168
               valid loss 4.220516  auc  0.0000 MAE  0.0852 rmse  0.1208  df(ActivateDay.Avg) 0.0572
                test loss 11.269823  auc  0.0000 MAE  0.0852 rmse  0.1207  df(ActivateDay.Avg) 0.0595
      train: epoch 6 loss 0.162297  auc  0.0000 MAE  0.0853 rmse  0.1224  df(ActivateDay.Avg) 0.0123
               valid loss 4.033411  auc  0.0000 MAE  0.0899 rmse  0.1215  df(ActivateDay.Avg) 0.1808
      train: epoch 7 loss 0.161772  auc  0.0000 MAE  0.0853 rmse  0.1222  df(ActivateDay.Avg) 0.0146
               valid loss 4.064268  auc  0.0000 MAE  0.0897 rmse  0.1214  df(ActivateDay.Avg) 0.1525
      train: epoch 8 loss 0.162065  auc  0.0000 MAE  0.0853 rmse  0.1223  df(ActivateDay.Avg) 0.0153
               valid loss 4.558084  auc  0.0000 MAE  0.0800 rmse  0.1211  df(ActivateDay.Avg) 0.1231
      train: epoch 9 loss 0.161770  auc  0.0000 MAE  0.0851 rmse  0.1222  df(ActivateDay.Avg) 0.0115
               valid loss 4.045349  auc  0.0000 MAE  0.0895 rmse  0.1215  df(ActivateDay.Avg) 0.1738
     train: epoch 10 loss 0.162302  auc  0.0000 MAE  0.0853 rmse  0.1224  df(ActivateDay.Avg) 0.0127
               valid loss 4.719964  auc  0.0000 MAE  0.0788 rmse  0.1223  df(ActivateDay.Avg) 0.2120
     train: epoch 11 loss 0.161655  auc  0.0000 MAE  0.0852 rmse  0.1222  df(ActivateDay.Avg) 0.0137
               valid loss 4.018896  auc  0.0000 MAE  0.0904 rmse  0.1217  df(ActivateDay.Avg) 0.1921
     train: epoch 12 loss 0.161329  auc  0.0000 MAE  0.0852 rmse  0.1221  df(ActivateDay.Avg) 0.0190
               valid loss 4.618735  auc  0.0000 MAE  0.0796 rmse  0.1216  df(ActivateDay.Avg) 0.1647
     train: epoch 13 loss 0.161590  auc  0.0000 MAE  0.0852 rmse  0.1222  df(ActivateDay.Avg) 0.0151
               valid loss 4.563264  auc  0.0000 MAE  0.0802 rmse  0.1213  df(ActivateDay.Avg) 0.1398
     train: epoch 14 loss 0.161294  auc  0.0000 MAE  0.0853 rmse  0.1220  df(ActivateDay.Avg) 0.0185
               valid loss 4.943480  auc  0.0000 MAE  0.0769 rmse  0.1235  df(ActivateDay.Avg) 0.2974
     train: epoch 15 loss 0.161695  auc  0.0000 MAE  0.0853 rmse  0.1222  df(ActivateDay.Avg) 0.0153
               valid loss 4.411092  auc  0.0000 MAE  0.0820 rmse  0.1206  df(ActivateDay.Avg) 0.0543
                test loss 11.778205  auc  0.0000 MAE  0.0820 rmse  0.1206  df(ActivateDay.Avg) 0.0512
     train: epoch 16 loss 0.161620  auc  0.0000 MAE  0.0852 rmse  0.1222  df(ActivateDay.Avg) 0.0133
               valid loss 4.134375  auc  0.0000 MAE  0.0877 rmse  0.1211  df(ActivateDay.Avg) 0.1079
     train: epoch 17 loss 0.162162  auc  0.0000 MAE  0.0854 rmse  0.1224  df(ActivateDay.Avg) 0.0157
               valid loss 4.306371  auc  0.0000 MAE  0.0836 rmse  0.1206  df(ActivateDay.Avg) 0.0040
                test loss 11.499636  auc  0.0000 MAE  0.0836 rmse  0.1204  df(ActivateDay.Avg) 0.0062
     train: epoch 18 loss 0.161356  auc  0.0000 MAE  0.0854 rmse  0.1221  df(ActivateDay.Avg) 0.0202
