{'model_name': 'LSCNN', 'embedding_size': 64, 'hidden_size': 8, 'lstm_2_input_size': 100, 'lscnn_conv2_kernel': 3, 'lscnn_conv2_outputsize': 20, 'lscnn_pool_kernel': 2, 'dropout_p': 0.1, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 5, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
      train: epoch 0 loss 0.170489  auc  0.0000 MAE  0.0867 rmse  0.1255  df(ActivateDay.Avg) 0.0362
               valid loss 4.162342  auc  0.0000 MAE  0.0827 rmse  0.1191  df(ActivateDay.Avg) 0.0606
                test loss 11.363538  auc  0.0000 MAE  0.0825 rmse  0.1187  df(ActivateDay.Avg) 0.0422
      train: epoch 1 loss 0.155964  auc  0.0000 MAE  0.0827 rmse  0.1200  df(ActivateDay.Avg) 0.0052
               valid loss 4.240916  auc  0.0000 MAE  0.0809 rmse  0.1187  df(ActivateDay.Avg) 0.0117
                test loss 11.537244  auc  0.0000 MAE  0.0812 rmse  0.1183  df(ActivateDay.Avg) 0.0005
      train: epoch 2 loss 0.154777  auc  0.0000 MAE  0.0823 rmse  0.1196  df(ActivateDay.Avg) 0.0042
               valid loss 4.278043  auc  0.0000 MAE  0.0803 rmse  0.1186  df(ActivateDay.Avg) 0.0230
                test loss 11.667495  auc  0.0000 MAE  0.0803 rmse  0.1182  df(ActivateDay.Avg) 0.0393
      train: epoch 3 loss 0.154765  auc  0.0000 MAE  0.0822 rmse  0.1196  df(ActivateDay.Avg) 0.0035
               valid loss 4.269349  auc  0.0000 MAE  0.0797 rmse  0.1181  df(ActivateDay.Avg) 0.0028
                test loss 11.647212  auc  0.0000 MAE  0.0799 rmse  0.1179  df(ActivateDay.Avg) 0.0177
      train: epoch 4 loss 0.154112  auc  0.0000 MAE  0.0820 rmse  0.1193  df(ActivateDay.Avg) 0.0034
