{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 0, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 5, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=5), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23230,  6089,  3359,  2442,  1971,  1626,  1357,  1037,   829,
         629,   498,   367,   272,   209,   122,    98,    78,    61,
          35,    28,    20,    16,    10,    13])}
      train: epoch 0 loss 0.151168  MAE  0.0816  rmse  0.1225  df(ActivateDay.Avg) 0.0379
               valid loss 0.041505  MAE  0.0744  rmse  0.1121  df(ActivateDay.Avg) 0.0458
                test loss 0.068936  MAE  0.1515  rmse  0.2086  df(ActivateDay.Avg) 0.5931
      train: epoch 1 loss 0.124764  MAE  0.0752  rmse  0.1121  df(ActivateDay.Avg) 0.0221
               valid loss 0.041479  MAE  0.0765  rmse  0.1122  df(ActivateDay.Avg) 0.0014
      train: epoch 2 loss 0.123463  MAE  0.0742  rmse  0.1115  df(ActivateDay.Avg) 0.0301
               valid loss 0.041554  MAE  0.0735  rmse  0.1125  df(ActivateDay.Avg) 0.1028
      train: epoch 3 loss 0.122774  MAE  0.0738  rmse  0.1112  df(ActivateDay.Avg) 0.0320
               valid loss 0.041495  MAE  0.0772  rmse  0.1114  df(ActivateDay.Avg) 0.1094
                test loss 0.061207  MAE  0.1416  rmse  0.1968  df(ActivateDay.Avg) 0.5167
      train: epoch 4 loss 0.122359  MAE  0.0735  rmse  0.1110  df(ActivateDay.Avg) 0.0312
               valid loss 0.041614  MAE  0.0706  rmse  0.1127  df(ActivateDay.Avg) 0.1876
      train: epoch 5 loss 0.122047  MAE  0.0732  rmse  0.1109  df(ActivateDay.Avg) 0.0371
               valid loss 0.041049  MAE  0.0759  rmse  0.1109  df(ActivateDay.Avg) 0.0795
                test loss 0.061738  MAE  0.1423  rmse  0.1977  df(ActivateDay.Avg) 0.5244
      train: epoch 6 loss 0.121972  MAE  0.0733  rmse  0.1108  df(ActivateDay.Avg) 0.0348
               valid loss 0.041610  MAE  0.0699  rmse  0.1127  df(ActivateDay.Avg) 0.2102
      train: epoch 7 loss 0.121677  MAE  0.0732  rmse  0.1107  df(ActivateDay.Avg) 0.0365
               valid loss 0.040779  MAE  0.0713  rmse  0.1109  df(ActivateDay.Avg) 0.0726
      train: epoch 8 loss 0.121705  MAE  0.0730  rmse  0.1107  df(ActivateDay.Avg) 0.0403
               valid loss 0.041008  MAE  0.0754  rmse  0.1108  df(ActivateDay.Avg) 0.0674
                test loss 0.060837  MAE  0.1412  rmse  0.1961  df(ActivateDay.Avg) 0.5133
      train: epoch 9 loss 0.121354  MAE  0.0729  rmse  0.1106  df(ActivateDay.Avg) 0.0380
               valid loss 0.040545  MAE  0.0739  rmse  0.1105  df(ActivateDay.Avg) 0.0092
                test loss 0.062751  MAE  0.1437  rmse  0.1992  df(ActivateDay.Avg) 0.5372
