{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 0, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 2, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=2), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
      train: epoch 0 loss 0.156878  MAE  0.0831  rmse  0.1247  df(ActivateDay.Avg) 0.0474
               valid loss 0.041331  MAE  0.0788  rmse  0.1114  df(ActivateDay.Avg) 0.1178
                test loss 0.064612  MAE  0.1459  rmse  0.2022  df(ActivateDay.Avg) 0.5447
      train: epoch 1 loss 0.125974  MAE  0.0756  rmse  0.1126  df(ActivateDay.Avg) 0.0213
               valid loss 0.040614  MAE  0.0726  rmse  0.1110  df(ActivateDay.Avg) 0.0749
                test loss 0.070632  MAE  0.1534  rmse  0.2111  df(ActivateDay.Avg) 0.6114
      train: epoch 2 loss 0.124115  MAE  0.0746  rmse  0.1118  df(ActivateDay.Avg) 0.0296
               valid loss 0.040660  MAE  0.0704  rmse  0.1110  df(ActivateDay.Avg) 0.1192
      train: epoch 3 loss 0.123826  MAE  0.0742  rmse  0.1117  df(ActivateDay.Avg) 0.0332
               valid loss 0.040590  MAE  0.0759  rmse  0.1102  df(ActivateDay.Avg) 0.1056
                test loss 0.061749  MAE  0.1423  rmse  0.1977  df(ActivateDay.Avg) 0.5236
      train: epoch 4 loss 0.123138  MAE  0.0739  rmse  0.1114  df(ActivateDay.Avg) 0.0336
