enrollment_id,username,course_id,1#num,2#num,3#num,4#num,5#num,6#num,7#num,all#num,user_feature_1,user_feature_2
1,9Uee7oEuuMmgPx2IzPfFkWgkHZyPbWr0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.535802363242335,-0.1843359171312862,-0.2628608394614507,-0.6086721279564203,-0.48267896924440074,-0.5687294779562984,0,0
35,oX0xmFM00RD2zpxC8x8yI57WZl7jF3OW,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.21650572832541215,-0.1843359171312862,-0.2628608394614507,2.1750063439437493,-0.09214222599234378,-0.1203940420228763,0,0
39,pIaiksmmvVAc0JI20ybkYLRLoGiY1oa0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.26867170685296854,-0.21650572832541215,-0.1843359171312862,-0.2628608394614507,-0.917969735945328,0.2983945172597132,-0.32961724545847326,0,0
53,W2zRYlzk0ei7cx2ruEYRDHanjAoUayvK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.6954506807007964,-0.1843359171312862,-0.2628608394614507,-0.29937451996751263,-0.6779473408704293,-0.6285075360807546,0,0
60,DOQEvMJBYQqkprn6a49Y1StW9VE2RWsv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0.1833534513402968,-0.5033058045800413,-0.4559782045131043,-0.1843359171312862,-0.2628608394614507,-0.6086721279564203,-0.48267896924440074,-0.3595062745207014,0,0
65,RC5QsgGp5CEBoTIVkfYtUyhSaeGU1kpt,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.03403760912589585,-0.29632988705464286,-0.1843359171312862,-0.2628608394614507,-0.917969735945328,0.10312614563368472,-0.3595062745207014,0,0
68,aQe5kaSHlc8it9UOq6Tc0Vr1jiUXnGAn,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.056857410866950744,-0.1843359171312862,-0.2628608394614507,-0.29937451996751263,-0.6779473408704293,-0.3893953035829295,0,0
73,3OncZU7BUvaKEvQHiFBN6tDW0ljGKx7s,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.29632988705464286,-0.1843359171312862,-0.2628608394614507,-0.6086721279564203,-0.09214222599234378,-0.4192843326451577,0,0
74,eoY58NwX7OVcm2sOG1AAgydEA1V5TiLJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,0.9808566526130484,0.544334673850304,2.1939676822217145,1.8657087359548414,1.6652731186419127,1.1050561495284774,0,0
75,gCJybHwzj5IG8eLcBM00cu3kCiCSwLYH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,0.20059648860117685,0.3422633827792028,-0.1843359171312862,-0.2628608394614507,-0.29937451996751263,0.6889312605117702,0.05894013235049251,0,0
78,ng6pKLw29iNUAUVipg5eDAuNIWs8HjZH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.26867170685296854,-0.21650572832541215,0.544334673850304,-0.2628608394614507,0.6285183039992106,-0.09214222599234378,-0.21006112920956072,0,0
81,jZn0klM9Bk084k9gvux7E5DK1oO1FwuJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.2865935828266799,-0.5033058045800413,-0.535802363242335,-0.1843359171312862,-0.2628608394614507,-0.29937451996751263,-0.48267896924440074,-0.5388404488940702,0,0
