enrollment_id,username,course_id,1#num,2#num,3#num,4#num,5#num,6#num,7#num,all#num,user_feature_1,user_feature_2
1,9Uee7oEuuMmgPx2IzPfFkWgkHZyPbWr0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,2.3688614606783087,0.5649386533397008,-0.15678245654508052,-0.2251784738676633,-0.9057992165686239,2.1320461398474184,0.5697644501697512,0,0
4,FIHlppZyoq8muPbdVxS44gfvceX9zvU7,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.08227596583090713,-0.15678245654508052,-0.2251784738676633,0.4218816374412999,-0.16671448179232326,-0.24972967573546995,0,0
9,J1oRHoSJOInehnrxVdh32dK7QnDuCJWo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.30774899667906314,-0.1411136584827806,-0.15678245654508052,-0.2251784738676633,-0.573879003066143,-0.49510885631228635,-0.3668002651505015,0,0
12,9tsGjrRgtMZ6V7yrAOyfOQPZHaltDHAp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,0.9276096759474162,-0.19995135113465404,-0.15678245654508052,-0.2251784738676633,-0.9057992165686239,0.6542714545075845,-0.10924496843743203,0,0
14,XOhIczT5nEeO52jMq1vN7QziDk8L2jnI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.30774899667906314,0.21191249742846013,-0.15678245654508052,-0.2251784738676633,-0.24195878956366204,-0.49510885631228635,-0.2029014399694573,0,0
16,mPSPvu82Gr17tV9GJ95bDC7exvsVnwDE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0.2473616427361862,-0.5136421087834764,0.09423711212471322,-0.15678245654508052,-0.2251784738676633,1.417642277948743,-0.3309116690523048,0.0780679746266185,0,0
18,b0Hk5D3sJulvyuC4JEm5kvAvOLAxswgQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.06692808086384892,-0.5136421087834764,0.5649386533397008,0.606717178575515,-0.2251784738676633,0.7538018509437809,0.4900742672476029,0.24196679980766272,0,0
20,BoK7CAUaCFqnLgmWLxeOHg8YkXUSeCtc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.4941398143940213,-0.15678245654508052,-0.2251784738676633,-0.24195878956366204,-0.49510885631228635,-0.5072849724485394,0,0
26,vcAiZWU2sfUKO0mnfjDwm0iTzACrKr78,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,1.3393959001562425,1.8005301990290434,-0.15678245654508052,-0.2251784738676633,1.085722064446262,2.4604405143673818,1.1317032793619028,0,0
30,JPkczYOxyoDZBjwZAAQHmjpSvnPQzwV0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.6118151996977682,-0.15678245654508052,-0.2251784738676633,-0.9057992165686239,-0.49510885631228635,-0.6009414439805647,0,0
31,6mzGZyDGSLMvgMQyFwXmz47ojS1kH3j6,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,0.1040372275297633,0.1530748047765867,-0.15678245654508052,-0.09711390338207014,0.4218816374412999,0.9826658290275475,0.10148209250962482,0,0
35,oX0xmFM00RD2zpxC8x8yI57WZl7jF3OW,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,0.1530748047765867,-0.15678245654508052,-0.2251784738676633,0.08996142393881894,0.8184686417675661,-0.03900261478841308,0,0
39,pIaiksmmvVAc0JI20ybkYLRLoGiY1oa0,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0.05878780857616512,-0.10185588457464992,-0.2587890437865275,-0.15678245654508052,-0.2251784738676633,-0.9057992165686239,0.3258770799876214,-0.15607320420344467,0,0
53,W2zRYlzk0ei7cx2ruEYRDHanjAoUayvK,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.3764644290902744,-0.15678245654508052,-0.2251784738676633,0.4218816374412999,-0.002517294532341721,-0.3433861472674952,0,0
54,vDCA6A8V8iNu9PnQcHHjWg8eeAvtWhvD,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.6118151996977682,-0.15678245654508052,-0.2251784738676633,-0.573879003066143,-0.6593060435722679,-0.6009414439805647,0,0
60,DOQEvMJBYQqkprn6a49Y1StW9VE2RWsv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.31835985974387704,-0.5136421087834764,-0.31762673643840095,-0.15678245654508052,-0.2251784738676633,0.4218816374412999,-0.6593060435722679,-0.41362850091651415,0,0
