enrollment_id,username,course_id,1#num,2#num,3#num,4#num,5#num,6#num,7#num,all#num,user_feature_1,user_feature_2
9,J1oRHoSJOInehnrxVdh32dK7QnDuCJWo,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.5187961192364519,-0.1999586507685687,-0.12695110136717347,-0.14191603719879384,-0.5813500617946541,-0.6611407342191166,-0.46479698243174244,0,0
12,9tsGjrRgtMZ6V7yrAOyfOQPZHaltDHAp,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.12316420080753114,-0.5249875015438737,-0.12695110136717347,-0.14191603719879384,-0.944411192589238,-0.17715447638094697,-0.4910816400399414,0,0
14,XOhIczT5nEeO52jMq1vN7QziDk8L2jnI,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.12316420080753114,0.19007597016179736,-0.12695110136717347,-0.14191603719879384,1.233955592178266,-0.33848322899367017,-0.07052711830875737,0,0
16,mPSPvu82Gr17tV9GJ95bDC7exvsVnwDE,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,1.1531799078440086,0.27246771762138955,2.7253010062091767,-0.12695110136717347,-0.14191603719879384,0.5078333305890979,-0.015825723768223783,1.506552338183183,0,0
18,b0Hk5D3sJulvyuC4JEm5kvAvOLAxswgQ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.5187961192364519,-0.5249875015438737,-0.12695110136717347,-0.14191603719879384,-0.944411192589238,-0.6611407342191166,-0.6225049280809365,0,0
20,BoK7CAUaCFqnLgmWLxeOHg8YkXUSeCtc,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.12316420080753114,-0.3949759612337517,-0.12695110136717347,-0.14191603719879384,-0.2182889310000701,-0.17715447638094697,-0.3859430096071454,0,0
35,oX0xmFM00RD2zpxC8x8yI57WZl7jF3OW,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.5187961192364519,-0.3949759612337517,-0.12695110136717347,-0.14191603719879384,0.5078333305890979,-0.49981198160639334,-0.4385123248235434,0,0
60,DOQEvMJBYQqkprn6a49Y1StW9VE2RWsv,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0.9952541546691379,-0.5187961192364519,1.0351509821775906,1.1751847325470146,0.7794444450853174,2.6862001153566015,-0.49981198160639334,1.0859978164519988,0,0
71,Zl8ThqnwtmFsX5mPsLsbut5BCVNIbE7S,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,0.2056253887947844,0.8659155952647706,1.4901913732630176,-0.12695110136717347,-0.14191603719879384,-0.5813500617946541,1.9201193075844545,1.0071438436274018,0,0
73,3OncZU7BUvaKEvQHiFBN6tDW0ljGKx7s,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.5187961192364519,-0.45998173138881276,-0.12695110136717347,-0.14191603719879384,-0.2182889310000701,-0.49981198160639334,-0.5173662976481405,0,0
74,eoY58NwX7OVcm2sOG1AAgydEA1V5TiLJ,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.3209801600219915,-0.3949759612337517,-0.12695110136717347,-0.14191603719879384,-0.5813500617946541,-0.33848322899367017,-0.46479698243174244,0,0
75,gCJybHwzj5IG8eLcBM00cu3kCiCSwLYH,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.12316420080753114,-0.3949759612337517,-0.12695110136717347,-0.14191603719879384,-0.2182889310000701,-0.17715447638094697,-0.3859430096071454,0,0
90,21Rlji7FpcAaXHEbcI1vwwwes6aWu1wD,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.03126324096752165,-0.3209801600219915,-0.1349528806135077,-0.12695110136717347,-0.14191603719879384,-0.5813500617946541,0.14550302884449942,-0.17566574874155338,0,0
98,E7Frt6tr6owhsgLSRkD2PqDaTSKmNLId,DPnLzkJJqOOPRJfBxIHbQEERiYHu5ila,-0.34711474731726305,-0.5187961192364519,-0.5249875015438737,0.5241168155899206,0.025604050489226392,1.233955592178266,-0.49981198160639334,-0.3596583519989464,0,0
